(dyn/cm2)      (K)     (cm)
Pressure     Temp    Hight       CH4        CO       H2O       CO2        H2        He      C2H2        N2       NH3       HCN
2.403E-02  2262.3  8.76E+08  3.04E-23  9.97E-10  3.87E-11  1.66E-17  7.25E-04  6.68E-02  1.76E-14  1.02E-11  3.28E-21  2.40E-11
2.383E-02  2288.9  8.80E+08  5.09E-24  4.78E-10  1.38E-11  4.36E-18  4.66E-04  6.52E-02  9.48E-15  5.13E-12  8.28E-22  1.14E-11
2.367E-02  2310.2  8.84E+08  8.10E-25  2.29E-10  4.79E-12  1.12E-18  2.96E-04  6.38E-02  5.04E-15  2.70E-12  2.01E-22  5.36E-12
2.367E-02  2310.2  8.88E+08  1.25E-25  1.10E-10  1.63E-12  2.88E-19  1.86E-04  6.23E-02  2.66E-15  1.51E-12  4.77E-23  2.52E-12
2.353E-02  2328.6  8.92E+08  1.89E-26  5.40E-11  5.51E-13  7.51E-20  1.17E-04  6.08E-02  1.40E-15  8.89E-13  1.11E-23  1.19E-12
2.321E-02  2391.4  8.96E+08  2.72E-27  2.67E-11  1.81E-13  1.94E-20  7.21E-05  5.94E-02  7.24E-16  5.45E-13  2.47E-24  5.61E-13
2.295E-02  2452.9  9.00E+08  3.89E-28  1.36E-11  5.90E-14  5.14E-21  4.44E-05  5.79E-02  3.75E-16  3.48E-13  5.46E-25  2.66E-13
2.275E-02  2498.6  9.05E+08  5.62E-29  7.18E-12  1.92E-14  1.41E-21  2.74E-05  5.65E-02  1.94E-16  2.30E-13  1.21E-25  1.27E-13
2.255E-02  2545.0  9.09E+08  7.99E-30  3.91E-12  6.13E-15  3.94E-22  1.68E-05  5.51E-02  9.99E-17  1.54E-13  2.59E-26  6.02E-14
2.236E-02  2590.9  9.13E+08  1.20E-30  2.22E-12  1.98E-15  1.16E-22  1.03E-05  5.37E-02  5.17E-17  1.05E-13  5.66E-27  2.90E-14
2.209E-02  2654.5  9.18E+08  1.94E-31  1.32E-12  6.49E-16  3.59E-23  6.42E-06  5.23E-02  2.72E-17  7.23E-14  1.27E-27  1.42E-14
2.179E-02  2724.9  9.22E+08  3.48E-32  8.09E-13  2.13E-16  1.14E-23  4.01E-06  5.08E-02  1.43E-17  4.99E-14  2.85E-28  6.98E-15
2.173E-02  2739.3  9.26E+08  7.77E-33  5.14E-13  7.29E-17  3.84E-24  2.55E-06  4.95E-02  7.69E-18  3.47E-14  6.85E-29  3.51E-15
2.170E-02  2746.8  9.31E+08  2.31E-33  3.38E-13  2.65E-17  1.37E-24  1.67E-06  4.81E-02  4.29E-18  2.44E-14  1.81E-29  1.83E-15
2.148E-02  2799.3  9.35E+08  8.88E-34  2.25E-13  1.02E-17  5.15E-25  1.14E-06  4.68E-02  2.49E-18  1.70E-14  5.24E-30  9.90E-16
2.127E-02  2848.5  9.40E+08  4.33E-34  1.52E-13  4.39E-18  2.06E-25  8.12E-07  4.54E-02  1.52E-18  1.19E-14  1.77E-30  5.65E-16
2.109E-02  2890.7  9.44E+08  2.53E-34  1.04E-13  2.11E-18  8.84E-26  6.15E-07  4.41E-02  9.81E-19  8.33E-15  7.10E-31  3.43E-16
2.095E-02  2923.9  9.49E+08  1.66E-34  7.14E-14  1.12E-18  3.99E-26  4.92E-07  4.28E-02  6.65E-19  5.80E-15  3.34E-31  2.19E-16
2.084E-02  2949.8  9.53E+08  1.20E-34  4.93E-14  6.67E-19  1.92E-26  4.15E-07  4.15E-02  4.74E-19  4.05E-15  1.84E-31  1.48E-16
2.060E-02  3006.1  9.58E+08  9.22E-35  3.42E-14  4.32E-19  9.63E-27  3.66E-07  4.03E-02  3.51E-19  2.82E-15  1.15E-31  1.04E-16
2.036E-02  3062.4  9.63E+08  7.34E-35  2.35E-14  2.97E-19  4.95E-27  3.33E-07  3.90E-02  2.66E-19  1.95E-15  7.90E-32  7.61E-17
2.034E-02  3066.6  9.67E+08  6.16E-35  1.63E-14  2.16E-19  2.63E-27  3.13E-07  3.78E-02  2.06E-19  1.36E-15  5.92E-32  5.69E-17
2.025E-02  3088.5  9.72E+08  5.28E-35  1.15E-14  1.64E-19  1.45E-27  3.00E-07  3.66E-02  1.62E-19  9.52E-16  4.71E-32  4.37E-17
2.007E-02  3130.5  9.77E+08  4.60E-35  8.33E-15  1.29E-19  8.36E-28  2.93E-07  3.54E-02  1.30E-19  6.88E-16  3.93E-32  3.41E-17
2.003E-02  3139.9  9.78E+08  4.49E-35  7.85E-15  1.23E-19  7.54E-28  2.93E-07  3.51E-02  1.24E-19  6.48E-16  3.79E-32  3.24E-17
