# WL(nm)	 Flux(ergs/cm**2/s/nm)
205.9093    	1.21E+06
205.9127    	1.35E+06
205.916     	9.79E+05
205.9194    	1.03E+06
205.9227    	9.87E+05
205.9261    	1.12E+06
205.9295    	1.18E+06
205.9328    	1.03E+06
205.9362    	9.92E+05
205.9395    	1.07E+06
205.9429    	1.09E+06
205.9462    	1.51E+06
205.9496    	1.01E+06
205.953     	1.13E+06
205.9563    	1.19E+06
205.9597    	1.00E+06
205.963     	1.17E+06
205.9664    	1.09E+06
205.9697    	1.28E+06
205.9731    	1.08E+06
205.9765    	1.26E+06
205.9798    	1.07E+06
205.9832    	1.02E+06
205.9865    	1.05E+06
205.9899    	1.14E+06
205.9932    	1.37E+06
205.9966    	1.19E+06
206.0       	1.12E+06
206.0033    	1.16E+06
206.0067    	1.19E+06
206.01      	1.05E+06
206.0134    	1.43E+06
206.0167    	1.19E+06
206.0201    	9.30E+05
206.0234    	8.82E+05
206.0268    	1.08E+06
206.0302    	9.86E+05
206.0335    	8.42E+05
206.0369    	1.28E+06
206.0402    	1.06E+06
206.0436    	1.04E+06
206.0469    	1.17E+06
206.0503    	9.96E+05
206.0537    	1.15E+06
206.057     	1.05E+06
206.0604    	1.12E+06
206.0637    	1.05E+06
206.0671    	6.42E+05
206.0704    	6.21E+05
206.0738    	1.01E+06
206.0771    	1.05E+06
206.0805    	1.14E+06
206.0839    	1.16E+06
206.0872    	9.38E+05
206.0906    	1.01E+06
206.0939    	1.07E+06
206.0973    	8.32E+05
206.1006    	1.17E+06
206.104     	9.75E+05
206.1073    	1.04E+06
206.1107    	8.33E+05
206.1141    	9.64E+05
206.1174    	1.04E+06
206.1208    	1.18E+06
206.1241    	8.99E+05
206.1275    	1.21E+06
206.1308    	8.58E+05
206.1342    	9.40E+05
206.1375    	1.17E+06
206.1409    	1.32E+06
206.1443    	1.03E+06
206.1476    	9.31E+05
206.151     	9.30E+05
206.1543    	9.88E+05
206.1577    	9.61E+05
206.161     	1.28E+06
206.1644    	1.12E+06
206.1677    	1.14E+06
206.1711    	1.07E+06
206.1745    	9.09E+05
206.1778    	9.85E+05
206.1812    	9.55E+05
206.1845    	1.19E+06
206.1879    	1.05E+06
206.1912    	1.08E+06
206.1946    	1.37E+06
206.1979    	1.27E+06
206.2013    	1.16E+06
206.2047    	8.97E+05
206.208     	9.95E+05
206.2114    	9.04E+05
206.2147    	1.17E+06
206.2181    	1.28E+06
206.2214    	1.49E+06
206.2248    	1.09E+06
206.2281    	1.70E+06
206.2315    	1.81E+06
206.2349    	2.73E+06
206.2382    	2.54E+06
206.2416    	1.71E+06
206.2449    	1.81E+06
206.2483    	1.34E+06
206.2516    	1.05E+06
206.255     	1.07E+06
206.2583    	1.31E+06
206.2617    	1.28E+06
206.265     	1.27E+06
206.2684    	1.43E+06
206.2718    	1.11E+06
206.2751    	9.50E+05
206.2785    	8.80E+05
206.2818    	1.10E+06
206.2852    	1.04E+06
206.2885    	1.15E+06
206.2919    	1.44E+06
206.2952    	1.23E+06
206.2986    	1.16E+06
206.3019    	1.04E+06
206.3053    	1.07E+06
206.3087    	1.09E+06
206.312     	6.37E+05
206.3154    	8.04E+05
206.3187    	1.21E+06
206.3221    	9.50E+05
206.3254    	1.15E+06
206.3288    	1.06E+06
206.3321    	1.12E+06
206.3355    	1.06E+06
206.3388    	1.24E+06
206.3422    	1.20E+06
206.3456    	1.18E+06
206.3489    	1.02E+06
206.3523    	1.08E+06
206.3556    	9.91E+05
206.359     	1.21E+06
206.3623    	1.01E+06
206.3657    	1.25E+06
206.369     	1.24E+06
206.3724    	1.30E+06
206.3757    	1.06E+06
206.3791    	1.16E+06
206.3824    	1.12E+06
206.3858    	1.13E+06
206.3892    	1.14E+06
206.3925    	1.04E+06
206.3959    	1.24E+06
206.3992    	9.28E+05
206.4026    	1.13E+06
206.4059    	1.19E+06
206.4093    	1.12E+06
206.4126    	1.33E+06
206.416     	9.51E+05
206.4193    	9.85E+05
206.4227    	7.79E+05
206.426     	1.25E+06
206.4294    	9.38E+05
206.4328    	1.21E+06
206.4361    	1.06E+06
206.4395    	1.53E+06
206.4428    	1.89E+06
206.4462    	2.51E+06
206.4495    	2.19E+06
206.4529    	1.64E+06
206.4562    	1.10E+06
206.4596    	9.53E+05
206.4629    	1.18E+06
206.4663    	1.03E+06
206.4696    	1.31E+06
206.473     	1.10E+06
206.4763    	9.92E+05
206.4797    	1.29E+06
206.4831    	1.10E+06
206.4864    	1.08E+06
206.4898    	9.21E+05
206.4931    	1.24E+06
206.4965    	1.42E+06
206.4998    	1.49E+06
206.5032    	9.48E+05
206.5065    	1.23E+06
206.5099    	1.11E+06
206.5132    	8.11E+05
206.5166    	8.99E+05
206.5199    	6.68E+05
206.5233    	1.02E+06
206.5266    	1.01E+06
206.53      	9.45E+05
206.5333    	1.18E+06
206.5367    	1.04E+06
206.5401    	9.15E+05
206.5434    	9.09E+05
206.5468    	1.40E+06
206.5501    	1.31E+06
206.5535    	1.13E+06
206.5568    	1.06E+06
206.5602    	1.06E+06
206.5635    	1.31E+06
206.5669    	1.28E+06
206.5702    	1.10E+06
206.5736    	1.13E+06
206.5769    	1.15E+06
206.5803    	1.02E+06
206.5836    	1.18E+06
206.587     	1.00E+06
206.5903    	1.04E+06
206.5937    	1.26E+06
206.5971    	9.24E+05
206.6004    	1.01E+06
206.6038    	1.23E+06
206.6071    	1.19E+06
206.6105    	1.35E+06
206.6138    	1.09E+06
206.6172    	9.25E+05
206.6205    	1.42E+06
206.6239    	2.39E+06
206.6272    	2.39E+06
206.6306    	2.64E+06
206.6339    	1.85E+06
206.6373    	1.76E+06
206.6406    	1.51E+06
206.644     	1.03E+06
206.6473    	1.28E+06
206.6507    	1.06E+06
206.654     	1.01E+06
206.6574    	1.12E+06
206.6607    	1.44E+06
206.6641    	1.04E+06
206.6674    	1.15E+06
206.6708    	1.36E+06
206.6742    	1.39E+06
206.6775    	1.23E+06
206.6809    	1.12E+06
206.6842    	1.18E+06
206.6876    	9.56E+05
206.6909    	1.09E+06
206.6943    	1.08E+06
206.6976    	8.78E+05
206.701     	1.03E+06
206.7043    	9.68E+05
206.7077    	1.27E+06
206.711     	1.18E+06
206.7144    	1.12E+06
206.7177    	1.35E+06
206.7211    	1.29E+06
206.7244    	1.07E+06
206.7278    	1.10E+06
206.7311    	1.12E+06
206.7345    	1.07E+06
206.7378    	8.82E+05
206.7412    	9.71E+05
206.7445    	1.31E+06
206.7479    	1.07E+06
206.7512    	1.14E+06
206.7546    	1.22E+06
206.7579    	9.43E+05
206.7613    	1.13E+06
206.7646    	1.18E+06
206.768     	1.21E+06
206.7714    	1.23E+06
206.7747    	1.11E+06
206.7781    	1.16E+06
206.7814    	1.09E+06
206.7848    	1.03E+06
206.7881    	9.63E+05
206.7915    	9.40E+05
206.7948    	1.03E+06
206.7982    	1.08E+06
206.8015    	1.28E+06
206.8049    	1.11E+06
206.8082    	1.13E+06
206.8116    	1.52E+06
206.8149    	1.05E+06
206.8183    	1.19E+06
206.8216    	1.17E+06
206.825     	1.16E+06
206.8283    	8.86E+05
206.8317    	1.03E+06
206.835     	1.11E+06
206.8384    	1.16E+06
206.8417    	9.92E+05
206.8451    	1.30E+06
206.8484    	8.78E+05
206.8518    	1.07E+06
206.8551    	1.31E+06
206.8585    	1.28E+06
206.8618    	1.25E+06
206.8652    	1.42E+06
206.8685    	1.86E+06
206.8719    	1.45E+06
206.8752    	1.41E+06
206.8786    	1.47E+06
206.8819    	1.28E+06
206.8853    	1.29E+06
206.8886    	1.20E+06
206.892     	1.23E+06
206.8953    	1.10E+06
206.8987    	1.11E+06
206.902     	1.09E+06
206.9054    	1.12E+06
206.9087    	1.23E+06
206.9121    	1.31E+06
206.9154    	7.48E+05
206.9188    	1.05E+06
206.9221    	1.15E+06
206.9255    	9.96E+05
206.9288    	9.33E+05
206.9322    	1.22E+06
206.9355    	1.04E+06
206.9389    	9.00E+05
206.9422    	1.06E+06
206.9456    	7.88E+05
206.9489    	1.18E+06
206.9523    	8.36E+05
206.9556    	1.11E+06
206.959     	1.28E+06
206.9623    	1.10E+06
206.9657    	8.50E+05
206.969     	8.04E+05
206.9724    	1.16E+06
206.9757    	9.34E+05
206.9791    	7.97E+05
206.9824    	9.42E+05
206.9858    	9.16E+05
206.9891    	1.22E+06
206.9925    	1.16E+06
206.9958    	1.20E+06
206.9992    	1.24E+06
207.0025    	1.23E+06
207.0059    	1.24E+06
207.0092    	1.14E+06
207.0126    	1.30E+06
207.0159    	1.05E+06
207.0193    	1.16E+06
207.0226    	9.06E+05
207.026     	1.06E+06
207.0293    	9.02E+05
207.0327    	1.12E+06
207.036     	1.23E+06
207.0394    	1.25E+06
207.0427    	1.07E+06
207.0461    	1.31E+06
207.0494    	1.35E+06
207.0528    	1.02E+06
207.0561    	1.28E+06
207.0595    	1.17E+06
207.0628    	1.25E+06
207.0662    	1.12E+06
207.0695    	1.27E+06
207.0729    	1.41E+06
207.0762    	1.04E+06
207.0796    	1.30E+06
207.0829    	1.10E+06
207.0863    	1.12E+06
207.0896    	9.67E+05
207.093     	1.26E+06
207.0963    	1.13E+06
207.0997    	1.22E+06
207.103     	1.23E+06
207.1064    	1.26E+06
207.1097    	1.36E+06
207.1131    	1.39E+06
207.1164    	1.40E+06
207.1198    	1.36E+06
207.1231    	1.21E+06
207.1265    	1.03E+06
207.1298    	1.14E+06
207.1332    	1.21E+06
207.1365    	1.28E+06
207.1399    	1.41E+06
207.1432    	1.01E+06
207.1466    	8.15E+05
207.1499    	1.15E+06
207.1533    	1.27E+06
207.1566    	1.13E+06
207.16      	1.05E+06
207.1633    	1.07E+06
207.1667    	1.37E+06
207.17      	9.72E+05
207.1733    	1.08E+06
207.1767    	1.31E+06
207.18      	1.24E+06
207.1834    	1.16E+06
207.1867    	1.20E+06
207.1901    	1.43E+06
207.1934    	1.14E+06
207.1968    	1.22E+06
207.2001    	1.30E+06
207.2035    	9.13E+05
207.2068    	1.31E+06
207.2102    	1.22E+06
207.2135    	1.10E+06
207.2169    	1.17E+06
207.2202    	1.23E+06
207.2236    	1.04E+06
207.2269    	1.27E+06
207.2303    	1.31E+06
207.2336    	1.14E+06
207.237     	1.35E+06
207.2403    	1.09E+06
207.2437    	1.16E+06
207.247     	1.27E+06
207.2504    	1.22E+06
207.2537    	1.64E+06
207.2571    	2.03E+06
207.2604    	2.35E+06
207.2638    	1.95E+06
207.2671    	1.44E+06
207.2704    	1.16E+06
207.2738    	1.09E+06
207.2771    	1.06E+06
207.2805    	1.08E+06
207.2838    	1.24E+06
207.2872    	1.28E+06
207.2905    	1.09E+06
207.2939    	9.18E+05
207.2972    	1.25E+06
207.3006    	1.11E+06
207.3039    	1.03E+06
207.3073    	9.39E+05
207.3106    	8.96E+05
207.314     	1.18E+06
207.3173    	1.27E+06
207.3207    	1.06E+06
207.324     	1.10E+06
207.3274    	1.10E+06
207.3307    	1.19E+06
207.3341    	1.38E+06
207.3374    	1.41E+06
207.3408    	1.39E+06
207.3441    	1.25E+06
207.3474    	1.16E+06
207.3508    	1.54E+06
207.3541    	1.24E+06
207.3575    	9.93E+05
207.3608    	9.89E+05
207.3642    	1.38E+06
207.3675    	1.11E+06
207.3709    	1.43E+06
207.3742    	1.10E+06
207.3776    	1.17E+06
207.3809    	1.33E+06
207.3843    	1.37E+06
207.3876    	1.27E+06
207.391     	1.41E+06
207.3943    	1.40E+06
207.3977    	1.57E+06
207.401     	1.44E+06
207.4043    	1.24E+06
207.4077    	1.02E+06
207.411     	1.36E+06
207.4144    	1.09E+06
207.4177    	1.05E+06
207.4211    	1.26E+06
207.4244    	1.50E+06
207.4278    	1.37E+06
207.4311    	1.14E+06
207.4345    	1.37E+06
207.4378    	9.45E+05
207.4412    	1.59E+06
207.4445    	1.17E+06
207.4479    	1.24E+06
207.4512    	1.46E+06
207.4546    	1.24E+06
207.4579    	1.13E+06
207.4612    	1.18E+06
207.4646    	1.21E+06
207.4679    	1.03E+06
207.4713    	1.19E+06
207.4746    	1.06E+06
207.478     	1.21E+06
207.4813    	1.27E+06
207.4847    	1.35E+06
207.488     	1.26E+06
207.4914    	1.25E+06
207.4947    	1.38E+06
207.4981    	1.43E+06
207.5014    	1.41E+06
207.5048    	1.48E+06
207.5081    	1.29E+06
207.5114    	1.22E+06
207.5148    	1.14E+06
207.5181    	1.12E+06
207.5215    	1.05E+06
207.5248    	1.05E+06
207.5282    	1.19E+06
207.5315    	1.02E+06
207.5349    	9.04E+05
207.5382    	1.09E+06
207.5416    	1.08E+06
207.5449    	1.06E+06
207.5483    	1.09E+06
207.5516    	1.17E+06
207.5549    	1.42E+06
207.5583    	1.18E+06
207.5616    	1.25E+06
207.565     	1.17E+06
207.5683    	1.44E+06
207.5717    	1.24E+06
207.575     	1.16E+06
207.5784    	1.26E+06
207.5817    	1.23E+06
207.5851    	1.24E+06
207.5884    	1.29E+06
207.5918    	1.51E+06
207.5951    	1.25E+06
207.5984    	1.28E+06
207.6018    	1.22E+06
207.6051    	1.19E+06
207.6085    	9.92E+05
207.6118    	1.25E+06
207.6152    	1.38E+06
207.6185    	1.34E+06
207.6219    	9.82E+05
207.6252    	1.14E+06
207.6286    	1.23E+06
207.6319    	1.36E+06
207.6352    	1.06E+06
207.6386    	1.01E+06
207.6419    	1.42E+06
207.6453    	1.68E+06
207.6486    	1.48E+06
207.652     	1.56E+06
207.6553    	1.51E+06
207.6587    	1.21E+06
207.662     	1.38E+06
207.6654    	1.42E+06
207.6687    	9.73E+05
207.672     	1.20E+06
207.6754    	1.34E+06
207.6787    	1.22E+06
207.6821    	1.01E+06
207.6854    	9.84E+05
207.6888    	1.02E+06
207.6921    	1.43E+06
207.6955    	1.40E+06
207.6988    	1.12E+06
207.7022    	1.61E+06
207.7055    	1.22E+06
207.7088    	1.29E+06
207.7122    	1.36E+06
207.7155    	1.29E+06
207.7189    	1.03E+06
207.7222    	1.10E+06
207.7256    	1.14E+06
207.7289    	1.20E+06
207.7323    	1.24E+06
207.7356    	1.32E+06
207.7389    	1.52E+06
207.7423    	1.16E+06
207.7456    	1.21E+06
207.749     	1.18E+06
207.7523    	1.29E+06
207.7557    	1.37E+06
207.759     	1.35E+06
207.7624    	1.29E+06
207.7657    	1.31E+06
207.769     	1.20E+06
207.7724    	1.18E+06
207.7757    	1.27E+06
207.7791    	1.26E+06
207.7824    	9.26E+05
207.7858    	1.14E+06
207.7891    	1.12E+06
207.7925    	1.09E+06
207.7958    	1.17E+06
207.7992    	1.13E+06
207.8025    	1.38E+06
207.8058    	1.39E+06
207.8092    	1.03E+06
207.8125    	8.64E+05
207.8159    	9.29E+05
207.8192    	1.04E+06
207.8226    	1.10E+06
207.8259    	1.20E+06
207.8292    	9.44E+05
207.8326    	1.22E+06
207.8359    	1.06E+06
207.8393    	9.37E+05
207.8426    	1.06E+06
207.846     	1.06E+06
207.8493    	1.40E+06
207.8527    	1.28E+06
207.856     	1.15E+06
207.8593    	1.25E+06
207.8627    	1.63E+06
207.866     	1.28E+06
207.8694    	1.31E+06
207.8727    	1.27E+06
207.8761    	1.45E+06
207.8794    	1.29E+06
207.8828    	1.20E+06
207.8861    	1.34E+06
207.8894    	1.00E+06
207.8928    	1.53E+06
207.8961    	1.76E+06
207.8995    	1.06E+06
207.9028    	1.39E+06
207.9062    	1.19E+06
207.9095    	1.45E+06
207.9128    	1.24E+06
207.9162    	1.16E+06
207.9195    	1.66E+06
207.9229    	1.51E+06
207.9262    	1.36E+06
207.9266    	1.34E+06
207.93      	1.33E+06
207.9334    	1.28E+06
207.9368    	1.55E+06
207.9402    	1.18E+06
207.9436    	1.19E+06
207.9469    	1.16E+06
207.9503    	1.40E+06
207.9537    	1.29E+06
207.9571    	1.49E+06
207.9605    	1.05E+06
207.9639    	9.84E+05
207.9673    	1.24E+06
207.9707    	1.35E+06
207.9741    	1.72E+06
207.9775    	1.31E+06
207.9809    	1.40E+06
207.9842    	1.42E+06
207.9876    	1.46E+06
207.991     	1.50E+06
207.9944    	1.47E+06
207.9978    	1.63E+06
208.0012    	1.39E+06
208.0046    	1.55E+06
208.008     	1.18E+06
208.0114    	1.37E+06
208.0148    	1.65E+06
208.0182    	1.24E+06
208.0215    	1.36E+06
208.0249    	1.37E+06
208.0283    	1.60E+06
208.0317    	9.86E+05
208.0351    	9.39E+05
208.0385    	1.21E+06
208.0419    	1.32E+06
208.0453    	1.66E+06
208.0487    	1.58E+06
208.0521    	1.62E+06
208.0555    	1.47E+06
208.0588    	1.32E+06
208.0622    	1.38E+06
208.0656    	1.24E+06
208.069     	1.62E+06
208.0724    	1.31E+06
208.0758    	1.51E+06
208.0792    	1.56E+06
208.0826    	1.25E+06
208.086     	1.27E+06
208.0894    	1.34E+06
208.0927    	1.44E+06
208.0961    	1.65E+06
208.0995    	1.78E+06
208.1029    	2.15E+06
208.1063    	1.89E+06
208.1097    	1.78E+06
208.1131    	1.19E+06
208.1165    	1.27E+06
208.1199    	1.08E+06
208.1233    	1.28E+06
208.1267    	1.44E+06
208.13      	1.38E+06
208.1334    	1.42E+06
208.1368    	1.28E+06
208.1402    	1.43E+06
208.1436    	1.51E+06
208.147     	1.06E+06
208.1504    	1.31E+06
208.1538    	1.49E+06
208.1572    	1.22E+06
208.1606    	1.58E+06
208.1639    	1.31E+06
208.1673    	1.34E+06
208.1707    	1.54E+06
208.1741    	1.52E+06
208.1775    	1.42E+06
208.1809    	1.26E+06
208.1843    	8.69E+05
208.1877    	1.03E+06
208.1911    	1.31E+06
208.1944    	1.38E+06
208.1978    	1.44E+06
208.2012    	1.14E+06
208.2046    	1.25E+06
208.208     	1.16E+06
208.2114    	1.01E+06
208.2148    	1.01E+06
208.2182    	1.06E+06
208.2216    	1.08E+06
208.225     	9.87E+05
208.2283    	9.92E+05
208.2317    	1.24E+06
208.2351    	1.21E+06
208.2385    	1.22E+06
208.2419    	1.29E+06
208.2453    	1.35E+06
208.2487    	1.21E+06
208.2521    	1.63E+06
208.2555    	1.73E+06
208.2588    	1.60E+06
208.2622    	1.42E+06
208.2656    	1.60E+06
208.269     	1.66E+06
208.2724    	1.29E+06
208.2758    	1.14E+06
208.2792    	1.40E+06
208.2826    	8.92E+05
208.286     	1.39E+06
208.2893    	1.64E+06
208.2927    	1.68E+06
208.2961    	1.94E+06
208.2995    	1.53E+06
208.3029    	1.53E+06
208.3063    	1.38E+06
208.3097    	1.55E+06
208.3131    	1.41E+06
208.3165    	1.47E+06
208.3198    	1.15E+06
208.3232    	1.25E+06
208.3266    	9.11E+05
208.33      	1.05E+06
208.3334    	1.04E+06
208.3368    	1.41E+06
208.3402    	1.23E+06
208.3436    	1.76E+06
208.347     	1.48E+06
208.3503    	1.31E+06
208.3537    	1.50E+06
208.3571    	1.09E+06
208.3605    	6.57E+05
208.3639    	9.28E+05
208.3673    	1.38E+06
208.3707    	1.40E+06
208.3741    	1.23E+06
208.3775    	1.23E+06
208.3808    	9.50E+05
208.3842    	8.78E+05
208.3876    	1.05E+06
208.391     	1.50E+06
208.3944    	1.57E+06
208.3978    	1.51E+06
208.4012    	1.70E+06
208.4046    	1.90E+06
208.4079    	1.68E+06
208.4113    	1.62E+06
208.4147    	1.54E+06
208.4181    	1.88E+06
208.4215    	1.77E+06
208.4249    	1.97E+06
208.4283    	1.82E+06
208.4317    	1.56E+06
208.435     	1.92E+06
208.4384    	1.69E+06
208.4418    	2.16E+06
208.4452    	2.17E+06
208.4486    	1.23E+06
208.452     	1.12E+06
208.4554    	8.74E+05
208.4588    	1.16E+06
208.4622    	1.27E+06
208.4655    	1.33E+06
208.4689    	1.70E+06
208.4723    	1.39E+06
208.4757    	1.33E+06
208.4791    	1.23E+06
208.4825    	1.38E+06
208.4859    	8.85E+05
208.4893    	7.88E+05
208.4926    	1.02E+06
208.496     	1.16E+06
208.4994    	1.26E+06
208.5028    	1.49E+06
208.5062    	1.38E+06
208.5096    	1.51E+06
208.513     	1.34E+06
208.5164    	1.19E+06
208.5197    	9.93E+05
208.5231    	1.23E+06
208.5265    	1.16E+06
208.5299    	1.27E+06
208.5333    	1.66E+06
208.5367    	1.66E+06
208.5401    	1.78E+06
208.5435    	1.83E+06
208.5468    	1.62E+06
208.5502    	1.88E+06
208.5536    	2.23E+06
208.557     	1.88E+06
208.5604    	1.89E+06
208.5638    	1.75E+06
208.5672    	1.49E+06
208.5705    	1.79E+06
208.5739    	1.90E+06
208.5773    	1.80E+06
208.5807    	1.37E+06
208.5841    	1.74E+06
208.5875    	1.58E+06
208.5909    	1.28E+06
208.5943    	1.18E+06
208.5976    	1.21E+06
208.601     	9.00E+05
208.6044    	8.91E+05
208.6078    	7.29E+05
208.6112    	1.16E+06
208.6146    	1.07E+06
208.618     	1.47E+06
208.6214    	1.40E+06
208.6247    	1.60E+06
208.6281    	1.67E+06
208.6315    	1.66E+06
208.6349    	1.72E+06
208.6383    	1.80E+06
208.6417    	1.81E+06
208.6451    	2.16E+06
208.6484    	1.52E+06
208.6518    	1.47E+06
208.6552    	1.54E+06
208.6586    	2.17E+06
208.662     	2.27E+06
208.6654    	2.11E+06
208.6688    	2.15E+06
208.6722    	2.10E+06
208.6755    	1.43E+06
208.6789    	1.56E+06
208.6823    	1.86E+06
208.6857    	1.48E+06
208.6891    	1.47E+06
208.6925    	1.41E+06
208.6959    	1.49E+06
208.6992    	1.16E+06
208.7026    	1.21E+06
208.706     	1.51E+06
208.7094    	1.61E+06
208.7128    	1.68E+06
208.7162    	1.88E+06
208.7196    	1.57E+06
208.7229    	2.08E+06
208.7263    	1.95E+06
208.7297    	1.90E+06
208.7331    	1.78E+06
208.7365    	1.77E+06
208.7399    	1.79E+06
208.7433    	1.84E+06
208.7466    	1.83E+06
208.75      	1.79E+06
208.7534    	1.85E+06
208.7568    	1.66E+06
208.7602    	2.03E+06
208.7636    	2.38E+06
208.767     	1.71E+06
208.7703    	1.99E+06
208.7737    	1.78E+06
208.7771    	1.33E+06
208.7805    	1.00E+06
208.7839    	1.26E+06
208.7873    	1.62E+06
208.7907    	1.46E+06
208.794     	1.87E+06
208.7974    	1.59E+06
208.8008    	1.44E+06
208.8042    	1.24E+06
208.8076    	1.33E+06
208.811     	1.30E+06
208.8144    	8.87E+05
208.8177    	1.06E+06
208.8211    	1.03E+06
208.8245    	1.25E+06
208.8279    	1.14E+06
208.8313    	1.36E+06
208.8347    	1.28E+06
208.8381    	1.35E+06
208.8414    	1.61E+06
208.8448    	1.79E+06
208.8482    	1.91E+06
208.8516    	2.03E+06
208.855     	1.90E+06
208.8584    	2.13E+06
208.8618    	1.79E+06
208.8651    	2.06E+06
208.8685    	2.12E+06
208.8719    	2.01E+06
208.8753    	2.11E+06
208.8787    	2.37E+06
208.8821    	2.24E+06
208.8854    	2.23E+06
208.8888    	2.07E+06
208.8922    	1.86E+06
208.8956    	2.03E+06
208.899     	2.36E+06
208.9024    	2.15E+06
208.9058    	2.41E+06
208.9091    	1.94E+06
208.9125    	2.37E+06
208.9159    	2.17E+06
208.9193    	1.93E+06
208.9227    	1.78E+06
208.9261    	1.39E+06
208.9294    	1.46E+06
208.9328    	1.37E+06
208.9362    	1.21E+06
208.9396    	1.12E+06
208.943     	1.25E+06
208.9464    	1.21E+06
208.9498    	1.28E+06
208.9531    	1.54E+06
208.9565    	1.56E+06
208.9599    	2.09E+06
208.9633    	2.26E+06
208.9667    	1.72E+06
208.9701    	1.50E+06
208.9734    	1.02E+06
208.9768    	1.20E+06
208.9802    	1.25E+06
208.9836    	1.13E+06
208.987     	8.71E+05
208.9904    	1.07E+06
208.9938    	1.03E+06
208.9971    	1.43E+06
209.0005    	1.17E+06
209.0039    	1.70E+06
209.0073    	1.77E+06
209.0107    	1.90E+06
209.0141    	1.84E+06
209.0174    	1.65E+06
209.0208    	1.96E+06
209.0242    	1.95E+06
209.0276    	1.57E+06
209.031     	1.72E+06
209.0344    	1.64E+06
209.0377    	1.70E+06
209.0411    	1.93E+06
209.0445    	2.14E+06
209.0479    	1.46E+06
209.0513    	1.28E+06
209.0547    	1.63E+06
209.058     	1.44E+06
209.0614    	1.64E+06
209.0648    	1.37E+06
209.0682    	1.51E+06
209.0716    	1.50E+06
209.075     	1.96E+06
209.0784    	1.63E+06
209.0817    	1.66E+06
209.0851    	1.54E+06
209.0885    	1.62E+06
209.0919    	1.53E+06
209.0953    	1.25E+06
209.0987    	1.57E+06
209.102     	1.57E+06
209.1054    	1.67E+06
209.1088    	1.66E+06
209.1122    	1.26E+06
209.1156    	1.07E+06
209.119     	1.35E+06
209.1223    	1.53E+06
209.1257    	1.97E+06
209.1291    	2.04E+06
209.1325    	1.60E+06
209.1359    	1.80E+06
209.1393    	1.75E+06
209.1426    	1.75E+06
209.146     	1.95E+06
209.1494    	1.71E+06
209.1528    	2.05E+06
209.1562    	1.94E+06
209.1596    	2.33E+06
209.1629    	1.71E+06
209.1663    	1.33E+06
209.1697    	1.70E+06
209.1731    	1.95E+06
209.1765    	2.22E+06
209.1798    	2.32E+06
209.1832    	1.81E+06
209.1866    	1.50E+06
209.19      	1.79E+06
209.1934    	1.65E+06
209.1968    	1.81E+06
209.2001    	2.25E+06
209.2035    	2.04E+06
209.2069    	2.16E+06
209.2103    	2.34E+06
209.2137    	2.29E+06
209.2171    	2.40E+06
209.2204    	2.32E+06
209.2238    	2.18E+06
209.2272    	2.41E+06
209.2306    	2.18E+06
209.234     	2.16E+06
209.2374    	1.82E+06
209.2407    	1.79E+06
209.2441    	1.38E+06
209.2475    	1.46E+06
209.2509    	1.08E+06
209.2543    	1.42E+06
209.2577    	1.35E+06
209.261     	1.46E+06
209.2644    	1.11E+06
209.2678    	1.29E+06
209.2712    	1.12E+06
209.2746    	1.27E+06
209.2779    	1.31E+06
209.2813    	1.43E+06
209.2847    	1.50E+06
209.2881    	1.08E+06
209.2915    	1.29E+06
209.2949    	1.01E+06
209.2982    	1.63E+06
209.3016    	1.77E+06
209.305     	1.91E+06
209.3084    	2.17E+06
209.3118    	2.27E+06
209.3151    	2.44E+06
209.3185    	2.26E+06
209.3219    	2.15E+06
209.3253    	1.53E+06
209.3287    	1.38E+06
209.3321    	1.52E+06
209.3354    	1.88E+06
209.3388    	1.85E+06
209.3422    	2.06E+06
209.3456    	2.16E+06
209.349     	2.36E+06
209.3524    	2.20E+06
209.3557    	2.18E+06
209.3591    	1.86E+06
209.3625    	1.98E+06
209.3659    	2.25E+06
209.3693    	2.05E+06
209.3726    	2.15E+06
209.376     	2.20E+06
209.3794    	2.41E+06
209.3828    	2.43E+06
209.3862    	2.50E+06
209.3895    	1.93E+06
209.3929    	2.07E+06
209.3963    	1.97E+06
209.3997    	2.54E+06
209.4031    	2.19E+06
209.4065    	1.94E+06
209.4098    	1.75E+06
209.4132    	1.63E+06
209.4166    	1.38E+06
209.42      	1.19E+06
209.4234    	1.22E+06
209.4267    	2.01E+06
209.4301    	2.01E+06
209.4335    	1.92E+06
209.4369    	1.62E+06
209.4403    	1.85E+06
209.4437    	1.20E+06
209.447     	8.66E+05
209.4504    	1.16E+06
209.4538    	1.48E+06
209.4572    	1.46E+06
209.4606    	1.79E+06
209.4639    	1.80E+06
209.4673    	1.82E+06
209.4707    	1.62E+06
209.4741    	1.64E+06
209.4775    	1.38E+06
209.4808    	1.20E+06
209.4842    	1.37E+06
209.4876    	1.22E+06
209.491     	1.22E+06
209.4944    	1.33E+06
209.4977    	1.32E+06
209.5011    	1.30E+06
209.5045    	1.51E+06
209.5079    	1.35E+06
209.5113    	1.93E+06
209.5147    	2.06E+06
209.518     	2.11E+06
209.5214    	2.36E+06
209.5248    	2.19E+06
209.5282    	2.26E+06
209.5316    	2.20E+06
209.5349    	2.31E+06
209.5383    	1.98E+06
209.5417    	1.90E+06
209.5451    	2.06E+06
