# WL(nm)	 Flux(ergs/cm**2/s/nm)
124.3312    	7.23E+04
124.3324    	1.16E+05
124.3336    	1.23E+05
124.3348    	4.09E+04
124.336     	5.20E+04
124.3372    	9.21E+04
124.3384    	7.22E+04
124.3396    	9.83E+04
124.3408    	1.11E+05
124.342     	1.22E+05
124.3432    	9.48E+04
124.3444    	1.13E+05
124.3456    	5.51E+04
124.3468    	6.13E+03
124.348     	2.88E+04
124.3504    	4.54E+04
124.3528    	9.66E+04
124.354     	1.03E+05
124.3552    	1.16E+05
124.3564    	8.89E+04
124.3576    	8.37E+04
124.3588    	7.56E+04
124.36      	1.78E+04
124.3612    	3.00E+04
124.3624    	1.31E+05
124.3636    	1.31E+05
124.3648    	4.58E+04
124.366     	6.30E+04
124.3672    	3.09E+04
124.3696    	4.79E+04
124.3708    	5.67E+04
124.372     	5.33E+04
124.3732    	1.18E+05
124.3744    	6.64E+04
124.3756    	3.14E+04
124.378     	5.74E+04
124.3804    	4.44E+04
124.3816    	7.41E+04
124.3828    	4.27E+04
124.384     	1.90E+04
124.3852    	4.58E+04
124.3864    	7.85E+04
124.3876    	5.69E+04
124.3888    	1.68E+04
124.39      	1.67E+05
124.3912    	1.40E+05
124.3924    	1.17E+05
124.3936    	2.69E+04
124.3948    	8.76E+04
124.396     	1.09E+05
124.3972    	3.06E+03
124.3996    	1.90E+04
124.4008    	8.21E+04
124.4032    	1.55E+04
124.4044    	9.01E+04
124.4056    	9.42E+04
124.4068    	1.01E+05
124.408     	1.54E+05
124.4092    	1.36E+05
124.4104    	8.99E+04
124.4116    	7.73E+04
124.4128    	3.67E+04
124.414     	9.59E+04
124.4152    	9.77E+04
124.4164    	7.05E+04
124.4176    	5.18E+04
124.4188    	8.78E+04
124.42      	4.45E+04
124.4212    	2.70E+04
124.4224    	1.61E+04
124.4344    	1.69E+04
124.4356    	4.31E+04
124.4368    	5.06E+04
124.438     	1.15E+05
124.4392    	4.45E+04
124.4416    	3.43E+04
124.4428    	2.35E+04
124.444     	1.18E+04
124.4452    	1.21E+05
124.4464    	7.68E+04
124.4476    	4.62E+03
124.4488    	1.04E+04
124.45      	1.07E+04
124.4524    	4.31E+04
124.4548    	4.19E+04
124.456     	1.02E+05
124.4572    	1.79E+05
124.4584    	6.65E+04
124.4596    	1.23E+05
124.4608    	1.96E+05
124.462     	1.17E+05
124.4632    	6.31E+04
124.4644    	9.27E+04
124.468     	4.96E+04
124.4692    	3.96E+04
124.4704    	7.57E+04
124.4716    	7.29E+04
124.4728    	3.61E+04
124.474     	4.86E+03
124.4752    	1.25E+04
124.4812    	1.41E+04
124.4824    	1.00E+05
124.4836    	6.44E+04
124.4848    	2.42E+04
124.486     	3.53E+04
124.4872    	8.25E+04
124.4884    	7.95E+04
124.4896    	3.35E+04
124.4908    	8.20E+04
124.492     	6.92E+04
124.4944    	3.31E+03
124.4968    	1.92E+04
124.498     	2.33E+04
124.4992    	6.28E+04
124.5004    	8.57E+04
124.5016    	5.68E+04
124.5028    	9.41E+03
124.504     	4.62E+03
124.5052    	1.01E+04
124.5064    	1.51E+05
124.5076    	5.83E+04
124.5088    	7.96E+04
124.51      	1.35E+04
124.5112    	4.00E+04
124.5148    	5.41E+03
124.516     	2.95E+04
124.5172    	2.95E+04
124.5184    	6.46E+03
124.5208    	1.46E+04
124.522     	1.38E+05
124.5232    	1.68E+05
124.5244    	1.36E+05
124.5256    	2.85E+05
124.5268    	2.11E+05
124.528     	7.65E+03
124.5292    	9.62E+03
124.5304    	1.80E+03
124.5316    	1.03E+05
124.5328    	5.56E+04
124.534     	1.01E+05
124.5352    	6.74E+04
124.5376    	7.56E+04
124.5388    	1.01E+05
124.54      	5.75E+04
124.5412    	5.51E+04
124.5448    	6.76E+04
124.5472    	1.90E+04
124.5484    	2.51E+04
124.5496    	1.40E+04
124.5508    	2.37E+03
124.552     	4.46E+04
124.5532    	5.01E+04
124.5544    	3.45E+04
124.5556    	7.63E+04
124.5568    	4.91E+04
124.558     	3.53E+03
124.5592    	8.97E+04
124.5604    	2.02E+05
124.5616    	8.33E+04
124.5628    	3.37E+04
124.564     	5.48E+04
124.5652    	7.64E+04
124.5664    	8.33E+04
124.5676    	1.06E+05
124.5688    	8.05E+04
124.57      	5.99E+04
124.5712    	1.41E+04
124.5724    	2.40E+04
124.5736    	9.50E+03
124.5748    	1.80E+04
124.576     	1.55E+04
124.5772    	2.41E+04
124.5784    	1.44E+04
124.5796    	4.94E+04
124.5808    	2.60E+04
124.5844    	6.97E+04
124.5856    	9.15E+04
124.5868    	1.09E+05
124.588     	4.28E+04
124.5904    	2.27E+04
124.5916    	8.22E+03
124.5928    	2.40E+04
124.594     	6.02E+04
124.5952    	5.31E+04
124.5964    	6.63E+04
124.5976    	9.95E+04
124.5988    	1.83E+05
124.6       	1.76E+05
124.6012    	1.04E+05
124.6024    	4.76E+04
124.6036    	9.90E+04
124.6048    	8.11E+04
124.606     	3.50E+04
124.6096    	1.29E+03
124.6108    	8.18E+03
124.612     	9.42E+04
124.6132    	1.48E+04
124.6144    	3.35E+04
124.6156    	9.35E+04
124.6168    	8.18E+04
124.618     	2.68E+04
124.6192    	4.01E+04
124.6204    	9.81E+04
124.6216    	1.29E+05
124.6228    	1.59E+05
124.624     	1.68E+05
124.6276    	3.61E+04
124.6312    	1.27E+04
124.6324    	5.91E+04
124.6336    	6.35E+04
124.6348    	5.29E+04
124.636     	4.12E+04
124.6372    	4.86E+04
124.6384    	3.48E+04
124.6396    	3.83E+04
124.6408    	1.80E+04
124.642     	5.55E+03
124.6432    	1.02E+05
124.6444    	1.15E+05
124.6492    	2.86E+04
124.6504    	5.12E+04
124.6516    	9.02E+04
124.654     	5.10E+04
124.6552    	1.06E+04
124.6576    	3.28E+04
124.6588    	7.92E+04
124.66      	9.06E+04
124.6612    	7.62E+04
124.6624    	3.16E+04
124.6636    	4.00E+04
124.6648    	2.62E+04
124.666     	1.39E+03
124.6684    	5.28E+03
124.6696    	7.87E+03
124.6708    	5.02E+04
124.672     	4.35E+04
124.6732    	8.22E+03
124.6744    	2.10E+04
124.6756    	9.86E+03
124.6768    	2.99E+04
124.6792    	5.66E+04
124.6804    	8.77E+04
124.6816    	5.86E+04
124.6828    	8.78E+04
124.684     	9.96E+04
124.6852    	8.69E+04
124.6864    	9.88E+04
124.6876    	1.03E+05
124.6888    	1.48E+05
124.69      	2.48E+05
124.6912    	1.61E+05
124.6924    	2.37E+05
124.6936    	2.26E+05
124.6948    	1.66E+05
124.696     	1.35E+05
124.6972    	1.36E+05
124.6984    	1.12E+05
124.6996    	4.74E+04
124.7008    	1.62E+03
124.702     	3.74E+04
124.7032    	5.70E+04
124.7044    	5.74E+04
124.7056    	3.14E+04
124.7068    	6.81E+03
124.708     	3.43E+04
124.7188    	1.57E+05
124.72      	1.07E+05
124.7212    	1.80E+05
124.7224    	1.92E+05
124.7236    	1.68E+05
124.7248    	7.02E+04
124.726     	3.34E+04
124.7272    	7.10E+04
124.7284    	3.67E+04
124.732     	1.12E+04
124.7332    	1.58E+04
124.7344    	8.12E+04
124.7356    	3.26E+04
124.7368    	2.89E+04
124.738     	4.09E+04
124.7392    	5.61E+04
124.7404    	7.86E+04
124.7416    	7.81E+04
124.7428    	1.30E+05
124.744     	1.24E+05
124.7452    	1.51E+05
124.7464    	2.29E+05
124.7476    	1.98E+05
124.7488    	1.65E+05
124.75      	1.85E+05
124.7512    	1.29E+05
124.7524    	3.95E+04
124.7548    	1.26E+04
124.756     	6.43E+04
124.7572    	7.16E+04
124.7584    	2.45E+04
124.7596    	1.89E+04
124.7608    	9.73E+04
124.762     	6.83E+04
124.7632    	1.26E+05
124.7644    	8.89E+04
124.7656    	5.28E+04
124.7668    	5.86E+04
124.768     	4.54E+04
124.7704    	3.16E+03
124.7716    	8.78E+04
124.7728    	1.11E+05
124.774     	1.24E+05
124.7752    	9.62E+04
124.7764    	4.47E+04
124.7788    	4.44E+03
124.78      	5.76E+04
124.7812    	4.55E+04
124.7824    	2.21E+04
124.7836    	1.28E+05
124.7848    	7.82E+04
124.786     	6.59E+04
124.7872    	3.73E+04
124.7884    	1.34E+05
124.7896    	1.42E+05
124.7908    	1.27E+05
124.792     	1.69E+05
124.7932    	1.78E+05
124.7944    	1.67E+05
124.7956    	1.68E+05
124.7968    	1.49E+05
124.798     	1.42E+05
124.7992    	7.90E+04
124.8004    	9.13E+04
124.8016    	9.49E+03
124.8028    	1.16E+05
124.804     	1.68E+05
124.8052    	1.73E+05
124.8064    	2.16E+05
124.8076    	1.97E+05
124.8088    	1.62E+05
124.81      	1.63E+05
124.8112    	1.13E+05
124.8124    	8.22E+04
124.8136    	4.93E+04
124.8148    	1.06E+05
124.816     	1.59E+04
124.8172    	6.99E+04
124.8184    	6.32E+04
124.822     	1.51E+04
124.8232    	3.91E+04
124.8244    	3.83E+04
124.8256    	4.37E+04
124.8268    	6.60E+04
124.828     	6.91E+04
124.8292    	2.95E+04
124.8304    	6.46E+04
124.8316    	6.62E+04
124.8328    	7.81E+04
124.834     	5.62E+04
124.8352    	2.06E+04
124.8364    	5.58E+04
124.8376    	9.56E+04
124.8388    	6.16E+04
124.84      	3.31E+04
124.8412    	2.86E+04
124.8424    	4.45E+04
124.8436    	6.98E+04
124.8448    	1.09E+05
124.846     	7.85E+04
124.8472    	3.96E+04
124.8484    	2.33E+04
124.8496    	1.91E+04
124.8508    	3.21E+04
124.852     	7.29E+04
124.8532    	5.19E+04
124.8544    	3.18E+04
124.8568    	2.37E+04
124.858     	2.30E+04
124.8592    	3.74E+04
124.8604    	2.54E+04
124.8616    	5.34E+04
124.8628    	6.91E+04
124.864     	3.68E+04
124.8688    	6.72E+04
124.87      	6.77E+04
124.8712    	3.93E+04
124.8724    	5.40E+04
124.8736    	5.43E+04
124.8748    	2.62E+04
124.876     	2.83E+04
124.8772    	1.77E+04
124.8796    	2.97E+04
124.8808    	4.53E+04
124.882     	3.45E+04
124.888     	5.34E+03
124.8892    	2.20E+04
124.8904    	5.94E+03
124.8928    	6.22E+03
124.894     	4.85E+04
124.8952    	6.49E+04
124.8964    	8.80E+04
124.8976    	8.34E+04
124.8988    	3.81E+04
124.9024    	2.58E+04
124.9036    	5.91E+04
124.9048    	7.95E+04
124.906     	1.06E+05
124.9072    	1.55E+05
124.9084    	1.23E+05
124.9096    	8.81E+04
124.9108    	8.10E+04
124.912     	6.90E+04
124.9132    	1.05E+05
124.9144    	5.38E+04
124.9156    	7.87E+04
124.9168    	2.41E+04
124.9216    	6.96E+04
124.9228    	2.75E+04
124.924     	4.26E+04
124.9252    	4.96E+04
124.9264    	7.32E+04
124.9276    	2.55E+04
124.9288    	1.26E+03
124.9336    	5.23E+04
124.9348    	1.75E+04
124.936     	6.89E+03
124.9372    	3.17E+03
124.9384    	4.48E+04
124.9396    	7.81E+04
124.9408    	7.22E+04
124.942     	1.37E+05
124.9432    	1.26E+05
124.9444    	1.39E+04
124.9456    	9.93E+04
124.9468    	3.26E+05
124.948     	2.26E+05
124.9492    	2.11E+05
124.9504    	1.13E+05
124.9516    	3.17E+04
124.9528    	1.51E+05
124.954     	2.18E+05
124.9552    	1.03E+05
124.9588    	6.74E+04
124.96      	9.21E+04
124.9636    	2.74E+04
124.9648    	7.04E+03
124.9672    	1.21E+04
124.9684    	2.06E+04
124.9696    	4.80E+04
124.9744    	4.71E+04
124.9756    	2.21E+04
124.978     	2.47E+04
124.9792    	3.01E+04
124.9804    	2.40E+04
124.9816    	7.71E+03
124.9828    	6.15E+04
124.984     	2.29E+04
124.99      	6.98E+04
124.9912    	4.94E+04
124.9924    	6.39E+04
124.9936    	3.69E+03
124.9948    	2.90E+03
124.996     	7.23E+03
124.9972    	1.93E+03
124.9984    	3.41E+04
124.9996    	1.58E+04
125.0008    	3.99E+04
125.0044    	3.18E+04
125.0056    	8.73E+04
125.0068    	6.44E+04
125.008     	1.82E+04
125.0092    	2.88E+04
125.0104    	1.38E+04
125.014     	7.92E+04
125.0152    	4.24E+04
125.0164    	4.63E+04
125.0176    	4.51E+04
125.0188    	2.14E+04
125.02      	1.16E+04
125.0212    	3.09E+04
125.0224    	4.83E+04
125.0236    	7.89E+04
125.0248    	8.78E+04
125.026     	6.82E+04
125.0272    	6.55E+04
125.0284    	3.75E+04
125.0308    	3.32E+04
125.032     	1.22E+05
125.0332    	9.75E+04
125.0344    	8.47E+04
125.0356    	8.95E+03
125.0368    	7.95E+02
125.0392    	6.83E+04
125.0404    	1.13E+05
125.0416    	6.50E+04
125.0428    	6.28E+04
125.044     	5.34E+04
125.0452    	6.58E+04
125.0464    	1.45E+05
125.0476    	2.25E+05
125.0488    	2.55E+05
125.05      	1.61E+05
125.0512    	2.13E+05
125.0524    	2.63E+05
125.0536    	2.05E+05
125.0548    	9.77E+04
125.056     	2.63E+04
125.0584    	6.36E+04
125.0596    	1.97E+05
125.0608    	1.66E+05
125.062     	1.85E+05
125.0632    	2.73E+05
125.0644    	3.30E+05
125.0656    	3.34E+05
125.0668    	2.60E+05
125.068     	1.99E+05
125.0692    	1.93E+05
125.0704    	4.64E+04
125.0716    	1.68E+05
125.0728    	8.35E+04
125.074     	4.48E+04
125.0752    	3.23E+04
125.0764    	1.10E+04
125.0812    	7.03E+04
125.0824    	8.39E+04
125.0836    	2.46E+04
125.0848    	9.81E+03
125.086     	3.54E+04
125.0908    	4.26E+04
125.092     	1.32E+05
125.0932    	8.56E+04
125.0944    	9.32E+03
125.0956    	3.26E+04
125.0968    	2.20E+04
125.098     	5.35E+04
125.0992    	3.69E+04
125.1004    	1.33E+04
125.1016    	5.07E+04
125.1028    	5.29E+04
125.104     	2.23E+04
125.1076    	6.04E+04
125.1088    	4.53E+04
125.1124    	3.43E+04
125.1136    	3.45E+04
125.1148    	6.48E+04
125.116     	4.24E+04
125.1172    	7.24E+04
125.1184    	1.46E+05
125.1196    	1.84E+05
125.1208    	1.92E+05
125.122     	2.48E+05
125.1232    	2.71E+05
125.1244    	2.58E+05
125.1256    	2.52E+05
125.1268    	1.73E+05
125.128     	1.81E+05
125.1292    	1.83E+05
125.1304    	9.23E+04
125.1316    	6.71E+04
125.1328    	7.03E+04
125.134     	3.99E+04
125.1352    	1.70E+04
125.1364    	2.18E+04
125.1376    	3.54E+04
125.1388    	6.69E+04
125.1424    	1.75E+04
125.1436    	6.47E+04
125.1448    	2.34E+04
125.146     	4.32E+03
125.1472    	4.65E+04
125.1484    	4.07E+04
125.1496    	5.55E+04
125.1508    	1.07E+05
125.152     	8.37E+04
125.1532    	1.19E+04
125.1544    	1.35E+04
125.1556    	9.10E+04
125.1568    	8.13E+04
125.158     	2.62E+04
125.1592    	3.88E+04
125.1604    	1.81E+03
125.1616    	4.80E+04
125.1628    	4.11E+04
125.1688    	9.19E+03
125.17      	1.57E+04
125.1748    	6.70E+03
125.176     	4.00E+04
125.1772    	5.48E+04
125.1784    	4.03E+04
125.1796    	2.76E+04
125.1808    	2.81E+04
125.182     	2.38E+02
125.1856    	2.55E+04
125.1868    	5.08E+04
125.188     	5.27E+04
125.1892    	4.47E+04
125.1904    	3.55E+04
125.1916    	3.31E+04
125.1928    	7.32E+04
125.194     	6.24E+04
125.1952    	1.45E+04
125.1988    	6.95E+03
125.2012    	4.08E+04
125.2024    	8.89E+04
125.2036    	6.32E+04
125.2048    	3.20E+04
125.2072    	3.25E+04
125.2084    	3.17E+04
125.2108    	1.43E+04
125.212     	4.90E+04
125.2132    	4.35E+03
125.218     	5.99E+03
125.2216    	1.72E+04
125.2228    	1.25E+05
125.224     	1.21E+05
125.2252    	1.08E+05
125.2264    	1.51E+05
125.2276    	1.10E+05
125.2288    	1.24E+05
125.23      	1.02E+05
125.2312    	1.16E+05
125.2324    	8.74E+04
125.2336    	3.11E+04
125.236     	1.20E+03
125.2372    	1.53E+04
125.2384    	3.82E+04
125.2396    	1.25E+05
125.2408    	1.24E+05
125.242     	3.46E+04
125.2444    	2.03E+04
125.2456    	5.43E+04
125.2468    	1.98E+04
125.248     	2.14E+04
125.2492    	4.71E+04
125.2504    	4.17E+04
125.2516    	1.92E+04
125.2528    	3.49E+04
125.254     	7.28E+04
125.2576    	7.11E+04
125.2588    	5.59E+04
125.26      	5.87E+04
125.2612    	8.15E+04
125.2624    	1.28E+04
125.266     	5.68E+04
125.2672    	5.26E+04
125.2684    	4.81E+04
125.2696    	2.64E+04
125.2708    	3.01E+04
125.272     	4.13E+04
125.2732    	4.05E+04
125.2744    	6.38E+04
125.2756    	6.58E+04
125.2768    	6.62E+04
125.278     	8.87E+04
125.2792    	4.19E+03
125.2816    	1.73E+04
125.2876    	7.35E+03
125.2888    	3.57E+04
125.29      	7.32E+03
125.2912    	1.17E+04
125.2924    	6.61E+04
125.2936    	9.45E+04
125.2948    	4.56E+04
125.296     	1.76E+03
125.2972    	2.81E+04
125.2984    	5.66E+04
125.2996    	3.62E+04
125.3008    	2.57E+04
125.302     	2.21E+04
125.3032    	3.23E+04
125.3044    	6.38E+04
125.3056    	4.19E+04
125.3068    	3.39E+04
125.308     	5.83E+04
125.3092    	4.32E+04
125.3104    	1.44E+04
125.3116    	2.52E+04
125.3188    	2.33E+04
125.32      	6.61E+04
125.3212    	4.30E+04
125.3248    	3.42E+04
125.326     	4.52E+03
125.3296    	3.42E+03
125.3308    	2.67E+04
125.332     	4.93E+04
125.3332    	7.19E+04
125.3344    	3.29E+04
125.3356    	6.00E+04
125.3368    	8.82E+04
125.338     	9.04E+04
125.3392    	1.13E+05
125.3404    	1.06E+05
125.3416    	9.96E+04
125.3428    	1.03E+05
125.344     	6.54E+04
125.3452    	1.95E+04
125.3464    	4.73E+04
125.3476    	4.36E+04
125.3488    	6.30E+04
125.35      	2.11E+05
125.3512    	2.17E+05
125.3524    	3.13E+05
125.3536    	3.54E+05
125.3548    	3.18E+05
125.356     	3.53E+05
125.3572    	2.82E+05
125.3584    	2.55E+05
125.3596    	1.24E+05
125.3608    	6.90E+04
125.3632    	4.79E+04
125.3644    	7.86E+04
125.3656    	6.49E+04
125.3668    	4.54E+04
125.368     	1.40E+04
125.3692    	4.08E+04
125.3716    	3.53E+04
125.3728    	9.72E+04
125.374     	3.72E+04
125.3752    	6.51E+04
125.3764    	4.89E+04
125.3776    	9.01E+03
125.3788    	6.61E+04
125.38      	1.26E+05
125.3812    	2.38E+05
125.3824    	2.89E+05
125.3836    	3.56E+05
125.3848    	5.10E+05
125.386     	5.47E+05
125.3872    	5.82E+05
125.3884    	7.06E+05
125.3896    	7.13E+05
125.3908    	5.55E+05
125.392     	4.65E+05
125.3932    	2.38E+05
125.3944    	2.89E+05
125.3956    	2.49E+05
125.3968    	1.60E+05
125.398     	1.24E+05
125.3992    	1.13E+05
125.4004    	1.01E+05
125.4016    	8.22E+04
125.4028    	9.85E+04
125.404     	5.49E+04
125.4052    	2.58E+04
125.41      	2.51E+04
125.4112    	5.01E+03
125.4148    	1.89E+04
125.4172    	4.79E+04
125.4184    	5.22E+04
125.4196    	4.15E+04
125.4208    	2.75E+04
125.422     	4.02E+04
125.4232    	2.10E+04
125.4244    	7.36E+03
125.4256    	2.67E+04
125.4268    	4.57E+03
125.428     	7.48E+04
125.4292    	7.52E+04
125.4304    	2.45E+04
125.4316    	5.97E+04
125.4328    	9.27E+04
125.434     	7.73E+04
125.4352    	3.66E+04
125.4364    	4.56E+04
125.4376    	7.72E+04
125.4388    	2.71E+04
125.44      	3.12E+04
125.4412    	1.39E+04
125.4424    	5.95E+04
125.446     	1.20E+04
125.4472    	5.75E+04
125.4484    	7.11E+04
125.4496    	4.75E+04
125.4508    	6.69E+04
125.452     	7.30E+04
125.4532    	3.20E+04
125.4544    	1.26E+05
125.4556    	1.86E+05
125.4568    	1.85E+05
125.458     	1.55E+05
125.4592    	1.79E+05
125.4604    	2.43E+05
125.4616    	2.05E+05
125.4628    	1.27E+05
125.464     	1.58E+05
125.4652    	1.09E+05
125.4664    	6.89E+03
125.4676    	1.68E+04
125.4688    	3.59E+04
125.47      	3.42E+04
125.4712    	2.54E+04
125.4724    	4.21E+04
125.4736    	4.62E+04
125.4748    	1.80E+04
125.4772    	2.32E+04
125.4784    	3.67E+04
125.4808    	7.19E+04
125.482     	7.23E+04
125.4832    	5.53E+04
125.4844    	5.00E+04
125.4856    	3.32E+04
125.4868    	9.37E+03
125.488     	4.33E+04
125.4892    	3.28E+04
125.4904    	3.22E+04
125.4916    	6.74E+04
125.4928    	3.51E+04
125.494     	7.19E+03
125.4952    	1.24E+04
125.4964    	6.73E+04
125.4976    	1.21E+05
125.4988    	2.76E+04
125.5       	4.86E+04
125.5012    	5.34E+04
125.5024    	9.34E+03
125.5036    	2.78E+04
125.5048    	1.63E+04
125.506     	4.77E+04
125.5072    	6.73E+04
125.5084    	6.12E+04
125.5096    	3.84E+04
125.5108    	5.83E+04
125.5132    	1.46E+04
125.5144    	2.12E+04
125.5156    	5.31E+04
125.5168    	5.27E+04
125.518     	4.34E+04
125.5192    	4.53E+04
125.5204    	1.52E+04
125.5216    	4.15E+04
125.5228    	1.07E+05
125.524     	8.07E+04
125.5252    	5.95E+04
125.5264    	6.10E+04
125.5276    	1.27E+05
125.5288    	1.66E+05
125.53      	1.23E+05
125.5312    	1.20E+05
125.5324    	1.68E+05
125.5336    	1.43E+05
125.5348    	1.01E+05
125.536     	1.96E+05
125.5372    	1.43E+05
125.5384    	1.87E+05
125.5396    	1.48E+05
125.5408    	8.50E+04
125.542     	2.97E+04
125.5432    	4.64E+04
125.5444    	5.29E+04
125.5456    	7.98E+04
125.5468    	5.87E+04
125.548     	9.16E+04
125.5492    	4.56E+04
125.5504    	9.12E+03
125.5528    	3.49E+04
125.554     	6.74E+04
125.5552    	4.89E+04
125.5564    	1.56E+04
125.5576    	2.09E+04
125.5588    	1.25E+04
125.56      	4.06E+04
125.5624    	6.95E+04
125.5636    	1.04E+05
125.5648    	4.17E+04
125.5684    	5.81E+03
125.5696    	3.13E+04
125.5708    	8.81E+04
125.572     	4.87E+04
125.5744    	9.25E+03
125.5756    	1.45E+04
125.5768    	2.60E+04
125.578     	5.31E+04
125.5792    	4.03E+04
125.5852    	1.09E+04
125.5864    	1.64E+04
125.5876    	5.23E+04
125.5888    	8.83E+04
125.59      	3.91E+04
125.5924    	5.10E+03
125.5936    	2.99E+04
125.5948    	4.40E+04
125.5972    	2.55E+04
125.5984    	6.06E+04
125.5996    	2.12E+04
125.6008    	6.05E+04
125.602     	6.19E+04
125.6032    	9.62E+03
125.6044    	5.07E+04
125.6056    	1.16E+05
125.6068    	6.72E+03
125.608     	2.15E+03
125.6092    	8.58E+04
125.6116    	6.31E+04
125.6128    	6.53E+04
125.614     	5.89E+04
125.6152    	5.51E+04
125.6164    	3.83E+04
125.6176    	7.25E+04
125.6188    	1.06E+05
125.62      	3.02E+03
125.6212    	4.65E+04
125.6224    	9.69E+04
125.6236    	3.79E+04
125.6248    	1.93E+04
125.626     	1.59E+04
125.6296    	6.18E+04
125.6308    	9.42E+04
125.632     	4.47E+04
125.6332    	6.59E+04
125.6344    	9.63E+04
125.6356    	1.09E+05
125.6368    	1.05E+05
125.638     	3.22E+04
125.6392    	2.29E+04
125.6404    	4.20E+04
125.6416    	5.16E+04
125.6428    	5.49E+04
125.644     	7.59E+04
125.6452    	1.25E+05
125.6464    	1.15E+05
125.6476    	1.83E+05
125.6488    	2.05E+05
125.65      	2.19E+05
125.6512    	2.65E+05
125.6524    	3.65E+05
125.6536    	4.36E+05
125.6548    	4.24E+05
125.656     	6.08E+05
125.6572    	6.80E+05
125.6584    	4.99E+05
125.6596    	3.87E+05
125.6608    	4.39E+05
125.662     	3.75E+05
125.6632    	1.93E+05
125.6644    	8.69E+04
125.6656    	1.20E+05
125.6668    	2.17E+05
125.668     	1.76E+05
125.6692    	4.48E+04
125.6704    	6.08E+04
125.6716    	3.45E+04
125.6728    	3.88E+03
125.674     	1.79E+04
125.6752    	3.75E+04
125.6764    	5.63E+04
125.6776    	6.38E+04
125.6788    	6.64E+04
125.68      	4.21E+04
125.6812    	2.12E+04
125.6836    	2.73E+04
125.6848    	7.97E+04
125.686     	4.41E+04
125.6884    	2.26E+03
125.6896    	4.60E+04
125.6908    	1.28E+05
125.692     	1.67E+05
125.6932    	6.69E+04
125.6944    	3.12E+04
125.6956    	3.93E+04
