P               	T               	m               	C               	H               	He              	N               	O               	P               	S               	Si              	Ti              	V               	CH              	HCN             	HNCO            	HCO             	CH2             	H2CO            	CH3             	CH4             	CN              	NCO             	CN2_cnn         	CN2_ncn         	CO              	CO2             	C2              	C2H             	C2H2            	C2H3            	C2H4            	C2H5            	C2H6            	C2H4O           	CH2OH           	CH3O            	CH3OH           	CH3CO           	H2CCO           	HCCO            	C2N             	C2N2            	CCO             	C3              	C3O2            	C4              	C4H2            	C4N2            	NH              	HNO             	HNO2            	HNO3            	OH              	HO2             	H2              	NH2             	N2H2            	H2O             	NH3             	N2H4            	NO              	NO2             	NO3             	N2              	N2O             	N2O3            	N2O4            	N2O5            	O2              	O3              	N2H             	N2H3            	CH3NH2          	CH3NH           	CH2NH           	CH2NH2          	H2CN            	C3H2            	C3H4            	CH2CCH2         	C3H5            	C3H7            	C3H8            	C4H             	C4H2            	C4H3            	C4H4            	C4H5            	C4H6            	C4H8            	C4H9            	C4H10           	CH2CN           	CH3CN           	CH3NO           	C3H3            	C3H6            	C2H3O           	CH3CHO          	C2H4OH          	H2O2            	HC3N            	C2H2CN          	C2H3CN          	H2NN            	TiO             	TiO2            	VO              
1.7870000000e-03	1.0346000000e+03	2.3596566118e+00	2.4580900189e-29	1.2022641762e-07	1.6236260854e-01	3.9419013984e-22	2.3356543114e-20	1.6752746627e-72	2.2084421130e-05	1.6752746627e-72	3.4060081414e-14	3.7615514487e-11	5.3505690102e-27	3.9415236976e-11	5.2978669582e-15	2.2187084209e-15	5.9328077480e-21	3.7848481267e-13	1.0233772211e-13	3.9370028321e-08	1.3678674888e-21	6.4046419702e-23	3.1575026192e-38	7.2474121001e-32	4.6476064837e-04	2.3534822624e-07	1.6562753397e-36	2.0404801078e-27	5.2009111302e-16	4.2533626309e-23	1.9159959474e-16	2.6144197869e-23	4.3821768028e-19	2.1631785069e-28	3.1465993777e-21	3.9186982312e-23	1.9837170041e-17	6.4383061319e-24	7.3947789206e-18	1.8203571066e-24	7.6207186544e-36	6.6068841664e-25	5.7637981092e-26	9.1927613113e-39	3.1105810912e-26	3.0727813325e-51	1.1648696823e-31	1.4905874781e-40	7.9588421029e-20	1.8548756146e-23	6.2703222744e-31	7.1749249016e-46	1.7753532865e-13	2.2482172789e-28	8.3729736140e-01	1.1213904589e-15	2.7497372949e-24	3.3982340945e-04	5.3043538343e-09	3.2089695324e-27	2.0886713139e-18	1.8746032425e-32	5.3510212003e-52	6.8554994204e-05	6.5546807938e-26	7.7781120417e-58	6.1066650753e-73	1.0086074008e-88	5.1589779898e-24	8.7403954458e-48	6.9259435641e-21	6.7648651098e-29	9.0390628084e-22	8.1017596941e-27	2.6014691076e-32	7.9423456668e-25	2.2721116487e-20	1.7052867319e-31	4.5218248258e-25	1.2526971403e-25	2.0451290264e-28	9.7831272331e-34	1.8993848374e-29	3.9210789859e-43	3.1726045553e-32	7.2306534928e-40	2.4848529893e-32	6.6984204824e-38	9.6187849324e-33	1.5091752414e-36	4.6087623352e-45	8.0762465103e-40	3.7417265425e-23	1.0254254593e-19	4.8520972321e-21	7.8043325446e-28	6.3097180924e-26	8.6189770763e-34	1.7476606581e-21	1.2612059209e-31	1.4220136362e-25	1.0971208495e-27	2.1229987834e-35	6.5669934881e-28	8.7257758106e-29	1.5077413057e-08	1.3423156436e-07	1.4221284384e-08
1.4170000000e-03	1.0318000000e+03	2.3596566052e+00	2.0449057856e-29	1.2586423598e-07	1.6236260809e-01	3.8086980226e-22	2.5149121819e-20	1.6752746579e-72	2.2084421068e-05	1.6752746579e-72	3.1247290167e-14	3.6162229477e-11	4.1206862206e-27	3.1302851629e-11	4.2129074395e-15	1.8843374797e-15	4.3479721677e-21	3.0066182554e-13	7.2213844402e-14	2.6579053439e-08	1.1074583214e-21	5.2792604396e-23	2.1378284803e-38	5.1175926075e-32	4.6477088201e-04	2.3791247369e-07	1.1001338499e-36	1.3133824286e-27	3.3194062669e-16	2.3688028226e-23	1.0285495073e-16	1.2250850054e-23	1.9516402443e-19	1.1101552621e-28	2.1627775996e-21	2.6648453154e-23	1.2893651973e-17	3.6541142185e-24	4.7673348072e-18	1.2254735318e-24	4.7195637602e-36	4.1017021840e-25	4.1587893928e-26	5.0489469354e-39	1.9577955518e-26	1.3126951134e-51	4.7441395652e-32	5.9097728376e-41	7.1113822468e-20	1.6628373672e-23	5.4978611581e-31	5.9176830444e-46	1.8224806656e-13	2.1530021013e-28	8.3729739916e-01	9.4212780740e-16	2.0441752473e-24	3.3980759613e-04	4.2801078330e-09	1.9646679082e-27	2.1072547182e-18	1.7810653494e-32	4.6423243389e-52	6.8555510191e-05	5.9041172179e-26	5.9745428851e-58	4.4386491274e-73	6.7733567063e-89	5.5629624165e-24	8.3304803232e-48	5.7020123384e-21	4.4621028836e-29	4.7604189427e-22	4.4940531085e-27	1.5244416759e-32	4.4455982555e-25	1.5566310712e-20	8.2904361780e-32	1.9254688218e-25	5.3233686252e-26	7.8096112422e-29	3.0304261160e-34	5.5965227585e-30	1.6159496885e-43	1.2878908319e-32	2.5513408666e-40	8.4762250527e-33	2.0152467031e-38	2.7595664776e-33	3.5770350901e-37	9.4572598714e-46	1.5740202905e-40	2.1069901479e-23	5.4603207439e-20	3.1374191188e-21	3.5326681504e-28	2.2500975799e-26	4.6331533522e-34	9.2957989469e-22	5.7138966968e-32	1.2713803645e-25	5.5384019184e-28	9.3452512490e-36	2.7977829161e-28	6.3076782269e-29	1.4629871529e-08	1.3467910828e-07	1.4222737629e-08
1.1230000000e-03	1.0290000000e+03	2.3596565982e+00	1.6994331024e-29	1.3175247893e-07	1.6236260761e-01	3.6779935519e-22	2.7071228279e-20	1.6752746530e-72	2.2084421003e-05	1.6752746530e-72	2.8649530111e-14	3.4757069304e-11	3.1700575800e-27	2.4846267317e-11	3.3483513470e-15	1.5994974238e-15	3.1833158715e-21	2.3871113450e-13	5.0914115708e-14	1.7930744493e-08	8.9589393862e-22	4.3485969640e-23	1.4453878050e-38	3.6093595418e-32	4.6477692622e-04	2.4052174380e-07	7.2959685968e-37	8.4422344533e-28	2.1163380793e-16	1.3173519162e-23	5.5144480108e-17	5.7311013339e-24	8.6781450428e-20	5.6888458086e-29	1.4851186813e-21	1.8103325615e-23	8.3728749696e-18	2.0712068021e-24	3.0704433123e-18	8.2408586310e-25	2.9182664614e-36	2.5433821991e-25	2.9975184090e-26	2.7677793023e-39	1.2308672290e-26	5.5934926151e-52	1.9280866272e-32	2.3378196553e-41	6.3502624066e-20	1.4898190156e-23	4.8172958390e-31	4.8759221522e-46	1.8704820239e-13	2.0606606149e-28	8.3729742400e-01	7.9105395451e-16	1.5182976950e-24	3.3979589143e-04	3.4520775740e-09	1.2013743432e-27	2.1253767405e-18	1.6911757764e-32	4.0231658479e-52	6.8555927233e-05	5.3152100447e-26	4.5828738903e-58	3.2209208838e-73	4.5393026627e-89	5.9969344274e-24	7.9324494755e-48	4.6910858609e-21	2.9397139264e-29	2.5036796073e-22	2.4892886507e-27	8.9197728142e-33	2.4849121688e-25	1.0653830425e-20	4.0230877393e-32	8.1839239737e-26	2.2580052525e-26	2.9760536411e-29	9.3637313812e-35	1.6450579893e-30	6.6436939487e-44	5.2170312735e-33	8.9797589747e-41	2.8845996519e-33	6.0468078822e-39	7.8966985228e-34	8.4538372237e-38	1.9342363552e-46	3.0577981942e-41	1.1848341192e-23	2.9037563675e-20	2.0267858149e-21	1.5961042805e-28	8.0073420292e-27	2.4865632549e-34	4.9379761952e-22	2.5839786146e-32	1.1360491962e-25	2.7913075172e-28	4.1054038988e-36	1.1897722220e-28	4.5549102531e-29	1.4191627487e-08	1.3511735448e-07	1.4224142747e-08
8.9040000000e-04	1.0263000000e+03	2.3596565906e+00	1.4203121387e-29	1.3818327290e-07	1.6236260709e-01	3.5674240489e-22	2.9269291045e-20	1.6752746476e-72	2.2084420932e-05	1.6752746476e-72	2.6334401297e-14	3.3446604191e-11	2.4501464688e-27	1.9729068745e-11	2.6621730452e-15	1.3599891229e-15	2.3372838906e-21	1.8959891099e-13	3.5921109731e-14	1.2080684336e-08	7.2701934792e-22	3.5913102899e-23	9.8241309074e-39	2.5558310675e-32	4.6478022058e-04	2.4308113201e-07	4.8670455243e-37	5.4455182131e-28	1.3498595993e-16	7.3353415003e-24	2.9536948573e-17	2.6807731866e-24	3.8515261379e-20	2.9164733960e-29	1.0213163993e-21	1.2320814461e-23	5.4364874521e-18	1.1748036009e-24	1.9777722840e-18	5.5534556727e-25	1.8129220940e-36	1.5790971779e-25	2.1677606962e-26	1.5248802169e-39	7.7450860360e-27	2.3978628976e-52	7.8425611531e-33	9.2634620538e-42	5.6902426761e-20	1.3393058054e-23	4.2381650078e-31	4.0415678854e-46	1.9246366941e-13	1.9815492211e-28	8.3729743963e-01	6.6554124467e-16	1.1304508794e-24	3.3978706067e-04	2.7839868853e-09	7.3589081144e-28	2.1502613985e-18	1.6137668610e-32	3.5136881614e-52	6.8556263617e-05	4.8005039042e-26	3.5441215437e-58	2.3604293653e-73	3.0797600091e-89	6.4931632829e-24	7.6155528299e-48	3.8695659091e-21	1.9421014214e-29	1.3163186139e-22	1.3807610688e-27	5.2350390647e-33	1.3905207316e-25	7.3032228296e-21	1.9563422212e-32	3.4766349081e-26	9.5733346636e-27	1.1335204894e-29	2.8910936932e-35	4.8231397181e-31	2.7418542960e-44	2.1153082038e-33	3.1665448735e-41	9.8128368429e-34	1.8145836456e-39	2.2557206395e-34	1.9928255186e-38	3.9501351757e-47	5.9211113817e-42	6.6688819869e-24	1.5431133513e-20	1.3093613807e-21	7.2181726832e-29	2.8445546626e-27	1.3376631739e-34	2.6213592846e-22	1.1696384857e-32	1.0186428039e-25	1.4081014923e-28	1.8067553409e-36	5.0568276155e-29	3.3000367308e-29	1.3777852768e-08	1.3553113103e-07	1.4225453166e-08
7.0590000000e-04	1.0234000000e+03	2.3596565836e+00	1.1701131079e-29	1.4414630265e-07	1.6236260660e-01	3.4200658554e-22	3.1262432810e-20	1.6752746426e-72	2.2084420866e-05	1.6752746426e-72	2.4040846317e-14	3.2086447127e-11	1.8722798630e-27	1.5665669321e-11	2.1168435143e-15	1.1520152521e-15	1.7053734590e-21	1.5059464224e-13	2.5337161647e-14	8.1825118696e-09	5.8557288859e-22	2.9479396964e-23	6.5948268960e-39	1.7933130722e-32	4.6478132415e-04	2.4587846103e-07	3.2017587457e-37	3.4865898536e-28	8.6176220997e-17	4.0815220227e-24	1.5906360055e-17	1.2587062143e-24	1.7244975642e-20	1.4980251214e-29	7.0076678481e-22	8.3594162932e-24	3.5382277267e-18	6.6686740587e-25	1.2761262813e-18	3.7278582205e-25	1.1145737987e-36	9.7919100493e-26	1.5560378301e-26	8.3107726637e-40	4.8727352709e-27	1.0152258828e-52	3.1957737809e-33	3.6695685190e-42	5.0542764258e-20	1.1938034460e-23	3.6907716835e-31	3.3002444153e-46	1.9666820743e-13	1.8821251927e-28	8.3729744989e-01	5.5737713225e-16	8.3736607050e-25	3.3977992389e-04	2.2479894881e-09	4.4972968353e-28	2.1574983456e-18	1.5200991011e-32	3.0079519080e-52	6.8556533443e-05	4.3005474992e-26	2.6851858665e-58	1.6874760861e-73	2.0258578670e-89	6.9461419959e-24	7.1546263527e-48	3.1722771881e-21	1.2760302484e-29	6.9477746134e-23	7.6510066764e-28	3.0549013292e-33	7.7786847551e-26	4.9936870941e-21	9.4909505640e-33	1.4847582776e-26	4.0797396046e-27	4.3424395678e-30	8.9931336401e-36	1.4319366950e-31	1.1245096777e-44	8.5901393197e-34	1.1161946318e-41	3.3581016562e-34	5.4735736943e-40	6.5111791099e-35	4.7617021566e-39	8.1586046000e-48	1.1653519120e-42	3.7541184752e-24	8.2395621783e-21	8.4754309858e-22	3.2678343783e-29	1.0200940895e-27	7.1711265868e-35	1.3981091016e-22	5.3005805369e-33	9.0545972288e-26	7.1074943837e-29	7.9425987313e-37	2.1607662656e-29	2.3734375962e-29	1.3343027805e-08	1.3596595784e-07	1.4226813281e-08
5.5960000000e-04	1.0206000000e+03	2.3596565759e+00	9.6943127423e-30	1.5069490155e-07	1.6236260607e-01	3.2940278773e-22	3.3555471012e-20	1.6752746371e-72	2.2084420793e-05	1.6752746371e-72	2.2002801563e-14	3.0818582152e-11	1.4370270646e-27	1.2437813778e-11	1.6829842520e-15	9.7723301681e-16	1.2472328540e-21	1.1960090392e-13	1.7870421120e-14	5.5294794589e-09	4.7300567064e-22	2.4254985351e-23	4.4482512823e-39	1.2626928586e-32	4.6478122971e-04	2.4862767968e-07	2.1175694065e-37	2.2384776242e-28	5.4983778209e-17	2.2710599893e-24	8.5450645668e-18	5.8990370218e-25	7.6914193479e-21	7.6863922807e-30	4.8118094458e-22	5.6777814956e-24	2.3001860773e-18	3.7833110773e-25	8.2267561886e-19	2.5058339019e-25	6.8792786434e-37	6.0735727027e-26	1.1201233506e-26	4.5476552215e-40	3.0652012482e-27	4.3179102383e-53	1.3007541818e-33	1.4531711384e-42	4.5048913731e-20	1.0676828157e-23	3.2271012309e-31	2.7109230724e-46	2.0152466195e-13	1.7965027758e-28	8.3729745565e-01	4.6761040806e-16	6.2146059255e-25	3.3977410561e-04	1.8141110991e-09	2.7504050220e-28	2.1719488268e-18	1.4392801804e-32	2.5955842362e-52	6.8556751772e-05	3.8650560507e-26	2.0509813090e-58	1.2182770025e-73	1.3490208765e-89	7.4669601867e-24	6.7800290963e-48	2.6068211167e-21	8.4007943424e-30	3.6603927223e-23	4.2401420594e-28	1.7863241003e-33	4.3508728679e-26	3.4173585938e-21	4.6071246408e-33	6.3250198436e-27	1.7343571234e-27	1.6589883407e-30	2.7876458132e-36	4.2277203997e-32	4.6214598378e-45	3.4847470437e-34	3.9332102700e-42	1.1458847629e-34	1.6467582314e-40	1.8705708838e-35	1.1309089955e-39	1.6763133122e-48	2.2770734858e-43	2.1126276774e-24	4.3899392156e-21	5.4808136433e-22	1.4782396507e-29	3.6427152871e-28	3.8486477003e-35	7.4408270399e-23	2.4001618938e-33	8.0762771403e-26	3.5855514382e-29	3.4917879701e-37	9.2095648499e-30	1.7117605904e-29	1.2932612934e-08	1.3637637426e-07	1.4228081099e-08
4.4370000000e-04	1.0180000000e+03	2.3596565669e+00	8.1327665469e-30	1.5828062340e-07	1.6236260545e-01	3.2049505561e-22	3.6399418749e-20	1.6752746308e-72	2.2084420710e-05	1.6752746308e-72	2.0254555327e-14	2.9680131040e-11	1.1139923846e-27	9.8757426840e-12	1.3380283064e-15	8.3171460018e-16	9.1722725452e-22	9.4991118075e-14	1.2607956455e-14	3.7199337446e-09	3.8459083768e-22	2.0063353034e-23	3.0333108454e-39	8.9627302450e-33	4.6478044382e-04	2.5122394164e-07	1.4177221852e-37	1.4466122036e-28	3.5058519531e-17	1.2646869852e-24	4.5699106123e-18	2.7562128531e-25	3.4051840969e-21	3.9382590770e-30	3.3109597563e-22	3.8673099352e-24	1.4925007425e-18	2.1453447163e-25	5.2963884609e-19	1.6903224541e-25	4.2851294753e-37	3.7718204181e-26	8.1167110367e-27	2.5123297837e-40	1.9287343688e-27	1.8568396367e-53	5.2874356565e-34	5.7576262803e-43	4.0460661102e-20	9.6200877350e-24	2.8470329035e-31	2.2562198189e-46	2.0774730498e-13	1.7332953006e-28	8.3729745762e-01	3.9388963560e-16	4.6333333439e-25	3.3976932193e-04	1.4624950096e-09	1.6857076004e-28	2.2022886401e-18	1.3782201434e-32	2.2792134792e-52	6.8556928601e-05	3.4984536257e-26	1.5949350564e-58	8.9883860795e-74	9.2298140415e-90	8.1113381346e-24	6.5474240446e-48	2.1538014549e-21	5.5578437778e-30	1.9223093644e-23	2.3523920196e-28	1.0499194374e-33	2.4347107635e-26	2.3440429173e-21	2.2414234212e-33	2.6827679927e-27	7.3420939519e-28	6.3081091178e-31	8.5884641925e-37	1.2351820136e-32	1.9101224355e-45	1.4121124987e-34	1.3868596008e-42	3.8911566837e-35	4.9340335798e-41	5.3274287514e-36	2.6557619760e-40	3.4124028220e-49	4.3893307291e-44	1.1889447235e-24	2.3297025273e-21	3.5388110498e-22	6.6823118200e-30	1.2905942998e-28	2.0721651634e-35	3.9447810738e-23	1.0860007914e-33	7.2587335992e-26	1.8082536296e-29	1.5369278096e-37	3.9081361514e-30	1.2425560478e-29	1.2559746998e-08	1.3674924138e-07	1.4229219496e-08
3.5170000000e-04	1.0136000000e+03	2.3596565665e+00	6.0291264189e-30	1.5862227538e-07	1.6236260543e-01	2.8191861420e-22	3.5520808992e-20	1.6752746305e-72	2.2084420706e-05	1.6752746305e-72	1.7585839487e-14	2.7835904584e-11	7.8316725630e-28	7.8467822221e-12	1.0654862018e-15	6.8559071443e-16	6.3952818066e-22	7.5512467445e-14	8.8865689501e-15	2.6232197681e-09	2.9327121305e-22	1.5754831824e-23	1.8595682637e-39	5.8831578637e-33	4.6477705096e-04	2.5571549199e-07	8.4233914937e-38	8.7800889089e-29	2.2563208699e-17	7.0112766189e-25	2.5657202027e-18	1.3337322618e-25	1.6309474880e-21	2.0554347726e-30	2.2363421992e-22	2.5672903259e-24	9.8961996637e-19	1.2266875633e-25	3.4652735932e-19	1.1036937773e-25	2.4427888147e-37	2.3208534174e-26	5.5188914352e-27	1.2663825059e-40	1.2136739010e-27	7.1897179775e-54	2.1895149884e-34	2.2824205966e-43	3.3692920932e-20	8.0548373342e-24	2.2997334819e-31	1.6502125849e-46	2.0166636379e-13	1.5030256955e-28	8.3729746611e-01	3.1902187653e-16	3.3069317574e-25	3.3976311661e-04	1.1925417216e-09	1.0142346663e-28	2.0784250405e-18	1.1798876328e-32	1.6834843542e-52	6.8557064581e-05	2.9521477795e-26	1.0391143513e-58	5.3540914214e-74	4.8348101265e-90	7.9348350617e-24	5.2412573359e-48	1.6878984821e-21	3.5109337381e-30	1.0463484598e-23	1.2958744681e-28	5.8817731505e-34	1.3610564885e-26	1.5747391399e-21	1.0709982544e-33	1.1944358849e-27	3.2581379654e-28	2.5293774037e-31	2.8323336477e-37	4.0372929547e-33	7.5002007486e-46	5.8165927759e-35	4.8898913505e-43	1.3960500420e-35	1.5516761495e-41	1.6672004854e-36	7.0424512557e-41	7.6959935429e-50	9.7871867917e-45	6.7110691651e-25	1.2909069280e-21	2.3268608647e-22	3.0565356279e-30	4.9775479851e-29	1.0846887556e-35	2.1820941782e-23	4.9755216476e-34	6.0519152151e-26	9.1860122847e-30	6.7177988434e-38	1.7414215901e-30	8.4735947353e-30	1.1946616043e-08	1.3736237498e-07	1.4231063720e-08
2.7890000000e-04	1.0081000000e+03	2.3596565717e+00	4.1321458264e-30	1.5424938441e-07	1.6236260578e-01	2.3253767813e-22	3.2392245324e-20	1.6752746342e-72	2.2084420754e-05	1.6752746342e-72	1.4708141542e-14	2.5670347883e-11	5.1762334256e-28	6.2412708824e-12	8.4986749275e-16	5.5395927650e-16	4.3133607475e-22	6.0099888344e-14	6.2655632506e-15	1.9083426100e-09	2.1477539316e-22	1.1973635519e-23	1.0661934633e-39	3.6769879640e-33	4.6477197567e-04	2.6150829363e-07	4.6422563708e-38	5.1256793971e-29	1.4625863900e-17	3.8819984707e-25	1.4884205525e-18	6.6136242418e-26	8.2322000699e-22	1.0874712168e-30	1.4942257103e-22	1.6783083608e-24	6.6609632276e-19	7.0623975463e-26	2.2934677845e-19	7.0658685734e-26	1.3175826450e-37	1.4215076098e-26	3.6064050182e-27	6.0300377925e-41	7.6471976607e-28	2.6093771669e-54	9.1972076134e-35	9.0738169807e-44	2.6742037751e-20	6.4374673474e-24	1.7565830497e-31	1.1120131775e-46	1.8837527993e-13	1.2176116710e-28	8.3729747914e-01	2.5210421626e-16	2.2972257403e-25	3.3975587077e-04	9.8008452527e-10	6.0387475915e-29	1.8736126923e-18	9.4049277331e-33	1.1138647709e-52	6.8557171762e-05	2.3827396717e-26	6.0509117845e-59	2.7844470535e-74	2.1378903645e-90	7.2583017136e-24	3.7224421666e-48	1.2795345999e-21	2.1558058671e-30	5.8374706835e-24	7.1177982761e-29	3.2001602116e-34	7.6156345064e-27	1.0450206239e-21	5.0686993448e-34	5.4979425288e-28	1.4934924784e-28	1.0519535036e-31	9.7866285479e-38	1.4224115903e-33	2.8569299844e-46	2.4269967257e-35	1.7289442843e-43	5.2029369084e-36	5.0495433176e-42	5.5599881413e-37	2.0261611093e-41	1.8611031407e-50	2.4057554997e-45	3.8012342438e-25	7.3656575005e-22	1.5497151341e-22	1.4116850497e-30	2.0323766977e-29	5.5860553808e-36	1.2423901400e-23	2.3027532665e-34	4.8109277505e-26	4.6970319797e-30	2.9297230702e-38	8.0239010361e-31	5.5574462056e-30	1.1211468275e-08	1.3809752595e-07	1.4233229308e-08
2.2110000000e-04	1.0020000000e+03	2.3596565798e+00	2.7045041085e-30	1.4741444655e-07	1.6236260634e-01	1.8475706860e-22	2.8404660980e-20	1.6752746399e-72	2.2084420830e-05	1.6752746399e-72	1.2030912284e-14	2.3440272969e-11	3.2984372385e-28	4.9644486222e-12	6.7815924074e-16	4.4225573922e-16	2.8513360393e-22	4.7839038669e-14	4.4145092117e-15	1.4122266811e-09	1.5355612316e-22	8.9246056460e-24	5.8742743010e-40	2.2316971601e-33	4.6476580800e-04	2.6817495916e-07	2.4465324700e-38	2.9221944897e-29	9.5096187024e-18	2.1446252310e-25	8.7866513796e-19	3.3201149897e-26	4.2751014151e-22	5.7896746048e-31	9.9118940666e-23	1.0863927350e-24	4.5177824271e-19	4.0765918426e-26	1.5264441417e-19	4.4677073230e-26	6.8737177957e-38	8.6732399539e-27	2.3011832875e-27	2.7736037013e-41	4.8167025402e-28	9.1012830887e-55	3.8868695185e-35	3.6050745924e-44	2.0635494467e-20	5.0062671214e-24	1.2984401198e-31	7.1421230809e-47	1.7208368537e-13	9.4808264377e-29	8.3729749462e-01	1.9630907323e-16	1.5697709057e-25	3.3974793019e-04	8.0872224361e-10	3.5693349543e-29	1.6446408293e-18	7.1914403032e-33	6.9113222094e-53	6.8557258316e-05	1.8736521746e-26	3.2991065713e-59	1.3373554438e-74	8.5599048785e-91	6.3869158372e-24	2.4660244092e-48	9.5095832273e-22	1.3007278883e-30	3.2983340426e-24	3.8972085063e-29	1.7095537513e-34	4.2573745582e-27	6.8791530975e-22	2.3812414958e-34	2.5746133986e-28	6.9613447828e-29	4.4582157723e-32	3.4643785975e-38	5.2187506994e-34	1.0668549976e-46	1.0180080150e-35	6.1071948582e-44	1.9771201775e-36	1.6712335360e-42	1.9180153364e-37	6.0904340758e-42	4.6684820553e-51	6.2327535905e-46	2.1543241831e-25	4.2681269123e-22	1.0387361735e-22	6.5438400532e-31	8.5558626235e-30	2.8452849203e-36	7.1820135309e-24	1.0699489130e-34	3.7190459389e-26	2.4067237332e-30	1.2734121502e-38	3.7617665169e-31	3.5603139857e-30	1.0435996590e-08	1.3887300082e-07	1.4235459431e-08
1.7530000000e-04	9.9440000000e+02	2.3596565945e+00	1.5833175944e-30	1.3502097159e-07	1.6236260734e-01	1.3401380710e-22	2.2634504661e-20	1.6752746503e-72	2.2084420966e-05	1.6752746503e-72	9.3285135139e-15	2.0897836875e-11	1.9248539405e-28	3.9527161328e-12	5.4215011616e-16	3.4310878581e-16	1.7970334633e-22	3.8124579709e-14	3.1092316130e-15	1.0911965514e-09	1.0363224378e-22	6.3486877886e-24	2.9414535404e-40	1.2627660499e-33	4.6475745183e-04	2.7685606551e-07	1.1581297960e-38	1.5751743532e-29	6.2398587302e-18	1.1811019041e-25	5.4253989396e-19	1.7224670070e-26	2.3868482389e-22	3.1378118210e-31	6.4695977560e-23	6.8755044198e-25	3.1269259426e-19	2.3731474113e-26	1.0316308153e-19	2.7448036270e-26	3.3123587548e-38	5.2521615220e-27	1.3872070029e-27	1.1753583084e-41	3.0365566139e-28	2.8910404612e-55	1.6728735954e-35	1.4352156244e-44	1.4873690563e-20	3.6441816449e-24	8.8652614869e-32	4.0835292436e-47	1.4888145826e-13	6.7039927934e-29	8.3729751678e-01	1.4757242269e-16	1.0316988209e-25	3.3973801767e-04	6.7444967949e-10	2.0764601493e-29	1.3529925950e-18	4.9701021375e-33	3.6689713545e-53	6.8557326383e-05	1.3831573332e-26	1.5337403282e-59	5.2976577015e-75	2.6947061545e-91	5.1119286002e-24	1.3791099684e-48	6.7399225805e-22	7.5320992211e-31	1.9270046630e-24	2.1222424968e-29	8.7521839127e-35	2.3800446562e-27	4.4467025338e-22	1.1018535968e-34	1.2614161446e-28	3.3906964687e-29	1.9854488735e-32	1.3066480886e-38	2.1234017487e-34	3.8088551170e-47	4.3400466349e-36	2.1608123200e-44	7.9098101003e-37	5.7901282077e-43	7.2194729265e-38	2.0481459453e-42	1.2880885633e-51	1.8469383408e-46	1.2253848542e-25	2.5742980889e-22	7.0831940568e-23	3.0698380695e-31	3.8955793887e-30	1.4142740122e-36	4.3188600120e-24	5.0344297566e-35	2.6869018913e-26	1.2427289854e-30	5.5072694535e-39	1.8456818219e-31	2.1567930048e-30	9.5270201358e-09	1.3978198090e-07	1.4238001956e-08
1.3890000000e-04	9.8660000000e+02	2.3596566091e+00	9.0615004493e-31	1.2265028028e-07	1.6236260835e-01	9.5457710698e-23	1.7701653174e-20	1.6752746606e-72	2.2084421103e-05	1.6752746606e-72	7.1506926432e-15	1.8540407445e-11	1.1029756227e-28	3.1456751159e-12	4.3330677558e-16	2.6455698965e-16	1.1208507543e-22	3.0369940607e-14	2.1874774174e-15	8.4941611526e-10	6.9099362219e-23	4.4723293012e-24	1.4436307309e-40	7.0395293770e-34	4.6474832859e-04	2.8622477700e-07	5.3602247304e-39	8.3860703015e-30	4.0964502243e-18	6.4894311173e-26	3.3738404609e-19	8.9748130706e-27	1.3487327523e-22	1.7034063083e-31	4.2047588188e-23	4.3273159554e-25	2.1703020603e-19	1.3816303400e-26	6.9847421928e-20	1.6748422696e-26	1.5690775596e-38	3.1714749196e-27	8.2620682182e-28	4.8915868037e-42	1.9122668673e-28	8.9921720647e-56	7.2074305244e-36	5.7010963760e-45	1.0573091410e-20	2.6173612338e-24	5.9565510274e-32	2.2806120337e-47	1.2743699393e-13	4.6503335742e-29	8.3729753930e-01	1.1010579070e-16	6.7227679335e-26	3.3972753714e-04	5.6329878195e-10	1.2025053365e-29	1.0988898731e-18	3.3664375504e-33	1.8878727566e-53	6.8557382786e-05	1.0081148301e-26	6.9042377308e-60	2.0184956059e-75	8.0808554122e-92	4.0163346231e-24	7.4574860660e-49	4.7294850394e-22	4.3210478677e-31	1.1312371778e-24	1.1524737668e-29	4.4361685823e-35	1.3283266121e-27	2.8608373749e-22	5.0724961005e-35	6.2205717479e-29	1.6619034337e-29	8.9050197742e-33	4.9738673628e-39	8.7880290189e-35	1.3443001760e-47	1.8514735806e-36	7.6248421465e-45	3.1870479147e-37	2.0173934795e-43	2.7549365454e-38	7.0139114261e-43	3.6054887608e-52	5.5947429595e-47	6.9635691291e-26	1.5622264939e-22	4.8407202784e-23	1.4402496907e-31	1.7961691236e-30	6.9834668646e-37	2.6128481374e-24	2.3694580711e-35	1.9148158662e-26	6.4141804490e-31	2.3737602678e-39	9.1152141472e-32	1.2909276916e-30	8.6580175488e-09	1.4065098659e-07	1.4240359474e-08
