P               	T               	m               	C               	H               	He              	N               	O               	P               	S               	Si              	Ti              	V               	CH              	HCN             	HNCO            	HCO             	CH2             	H2CO            	CH3             	CH4             	CN              	NCO             	CN2_cnn         	CN2_ncn         	CO              	CO2             	C2              	C2H             	C2H2            	C2H3            	C2H4            	C2H5            	C2H6            	C2H4O           	CH2OH           	CH3O            	CH3OH           	CH3CO           	H2CCO           	HCCO            	C2N             	C2N2            	CCO             	C3              	C3O2            	C4              	C4H2            	C4N2            	NH              	HNO             	HNO2            	HNO3            	OH              	HO2             	H2              	NH2             	N2H2            	H2O             	NH3             	N2H4            	NO              	NO2             	NO3             	N2              	N2O             	N2O3            	N2O4            	N2O5            	O2              	O3              	N2H             	N2H3            	CH3NH2          	CH3NH           	CH2NH           	CH2NH2          	H2CN            	C3H2            	C3H4            	CH2CCH2         	C3H5            	C3H7            	C3H8            	C4H             	C4H2            	C4H3            	C4H4            	C4H5            	C4H6            	C4H8            	C4H9            	C4H10           	CH2CN           	CH3CN           	CH3NO           	C3H3            	C3H6            	C2H3O           	CH3CHO          	C2H4OH          	H2O2            	HC3N            	C2H2CN          	C2H3CN          	H2NN            	TiO             	TiO2            	VO              
1.1020000000e-04	9.7890000000e+02	2.3596566226e+00	5.1778152736e-31	1.1127956957e-07	1.6236260927e-01	6.7865841700e-23	1.3808463642e-20	1.6752746702e-72	2.2084421229e-05	1.6752746702e-72	5.4736098915e-15	1.6443037352e-11	6.3162533994e-29	2.5066004934e-12	3.4677650153e-16	2.0403726230e-16	6.9949219808e-23	2.4223820985e-14	1.5418464636e-15	6.6326667898e-10	4.6064199486e-23	3.1506254458e-24	7.0848955797e-41	3.9255693019e-34	4.6473878287e-04	2.9595994266e-07	2.4801977716e-39	4.4695446919e-30	2.6964415320e-18	3.5765601998e-26	2.1073196619e-19	4.6990935852e-27	7.6676163349e-23	9.2851468597e-32	2.7373988029e-23	2.7280180854e-25	1.5105966807e-19	8.0706040624e-27	4.7422325454e-20	1.0235261433e-26	7.4386782871e-39	1.9197917075e-27	4.9239731791e-28	2.0384240693e-42	1.2074413154e-28	2.8037393494e-56	3.1218861056e-36	2.2763431938e-45	7.5087567913e-21	1.8781906093e-24	3.9981887042e-32	1.2718711148e-47	1.0893151745e-13	3.2195838071e-29	8.3729756100e-01	8.2161521241e-17	4.3839323741e-26	3.3971681830e-04	4.7112181052e-10	6.9801816957e-30	8.9116599159e-19	2.2757538544e-33	9.6884700131e-54	6.8557429584e-05	7.3417420074e-27	3.1016843231e-60	7.6723452652e-76	2.4159562573e-92	3.1475926961e-24	4.0185153758e-49	3.3186344219e-22	2.4822413986e-31	6.6693328018e-25	6.2778513561e-30	2.2528568518e-35	7.4370585006e-28	1.8435554376e-22	2.3434884280e-35	3.0851367609e-29	8.1920192899e-30	4.0197523274e-33	1.9082900642e-39	3.6701898643e-35	4.7626097115e-48	7.9405024109e-37	2.7060178210e-45	1.2932274334e-37	7.0828924881e-44	1.0605888659e-38	2.4272301070e-43	1.0202608394e-52	1.7153454790e-47	3.9700258509e-26	9.5218843156e-23	3.3175577115e-23	6.7882894986e-32	8.3435266504e-31	3.4581967323e-37	1.5876788495e-24	1.1203882560e-35	1.3633922509e-26	3.3236083676e-31	1.0275970982e-39	4.5273522324e-32	7.7304638919e-31	7.8612622871e-09	1.4144774438e-07	1.4242456925e-08
8.7330000000e-05	9.7020000000e+02	2.3596566384e+00	2.7219489347e-31	9.7870518779e-08	1.6236261036e-01	4.5102368470e-23	1.0040835693e-20	1.6752746814e-72	2.2084421377e-05	1.6752746814e-72	4.0233044233e-15	1.4324114426e-11	3.3845823741e-29	1.9963033221e-12	2.7757413550e-16	1.5393280362e-16	4.2069012540e-23	1.9314428733e-14	1.0844015553e-15	5.3354074252e-10	2.9392478316e-23	2.1421895055e-24	3.2333193242e-41	2.0747416639e-34	4.6472729386e-04	3.0758231425e-07	1.0577331997e-39	2.2800566875e-30	1.7825648143e-18	1.9603167066e-26	1.3560417862e-19	2.5104917780e-27	4.5783857363e-23	5.1100561731e-32	1.7574179682e-23	1.6879516201e-25	1.0648009778e-19	4.7296490943e-27	3.2487194139e-20	6.1105332953e-27	3.3171411471e-39	1.1527176255e-27	2.8094319876e-28	7.9689185842e-43	7.6107133663e-29	8.1206927301e-57	1.3639532955e-36	9.0576990574e-46	5.0674728834e-21	1.2828190060e-24	2.5293097704e-32	6.5037085902e-48	8.9462268930e-14	2.0755313415e-29	8.3729758630e-01	5.9677663114e-17	2.7732870297e-26	3.3970423557e-04	3.9666252852e-10	3.9939837272e-30	6.8896143478e-19	1.4274698212e-33	4.4283930523e-54	6.8557467529e-05	5.1005654740e-27	1.2371507043e-60	2.5258668456e-76	6.0366571561e-93	2.3010810704e-24	1.9105093902e-49	2.2460559430e-22	1.3802079459e-31	4.0163409370e-25	3.3951476430e-30	1.1054689397e-35	4.1508737504e-28	1.1697226398e-22	1.0664192308e-35	1.5747442643e-29	4.1521775605e-30	1.8724756145e-33	7.6240227241e-40	1.6436211235e-35	1.6243856206e-48	3.4299122661e-37	9.5611402759e-46	5.4192565725e-38	2.5556073479e-44	4.3253351975e-39	9.0551106928e-44	3.0712145312e-53	5.7570213154e-48	2.2624180584e-26	5.9575601222e-23	2.2974332239e-23	3.2140575899e-32	4.0839066390e-31	1.6762728309e-37	9.8991053079e-25	5.3246013761e-36	9.2295365632e-27	1.7256438769e-31	4.4122846892e-40	2.3147260740e-32	4.4340738937e-31	7.0309357082e-09	1.4227807341e-07	1.4244575943e-08
6.9240000000e-05	9.6040000000e+02	2.3596566561e+00	1.3008793486e-31	8.2998252854e-08	1.6236261157e-01	2.7726531226e-23	6.7262172329e-21	1.6752746939e-72	2.2084421541e-05	1.6752746939e-72	2.8229025494e-15	1.2225483469e-11	1.6825747213e-29	1.5917717755e-12	2.2262665409e-16	1.1334690906e-16	2.4297887298e-23	1.5421121839e-14	7.6280603174e-16	4.4560102914e-10	1.7855224668e-23	1.3999702411e-24	1.3604606989e-41	1.0332134463e-34	4.6471344044e-04	3.2152753381e-07	4.1169482336e-40	1.1093181022e-30	1.1884705966e-18	1.0724623671e-26	9.0765611276e-20	1.3810854389e-27	2.9122079287e-23	2.8586392038e-32	1.1134115352e-23	1.0251201823e-25	7.6421556053e-20	2.7945367224e-27	2.2565852917e-20	3.5615443744e-27	1.3830142619e-39	6.8821597085e-28	1.5279341136e-28	2.9063732737e-43	4.8049468113e-29	2.1736583116e-57	6.0613776540e-37	3.6157775947e-46	3.2263821033e-21	8.2811207529e-25	1.4954168944e-32	3.0120872127e-48	7.0128409292e-14	1.2321921212e-29	8.3729761515e-01	4.2068409223e-17	1.6976208045e-26	3.3968935149e-04	3.3712254429e-10	2.2561817528e-30	5.0387268712e-19	8.2127486758e-34	1.7718197192e-54	6.8557498011e-05	3.3578667343e-27	4.3078659819e-61	7.0571255959e-77	1.2289399929e-93	1.5510347451e-24	7.8584681842e-50	1.4599922702e-22	7.4137899207e-32	2.4913952902e-25	1.8292334288e-30	5.2344572331e-36	2.3188244667e-28	7.3109800349e-23	4.7951743839e-36	8.3660813420e-30	2.1882205089e-30	9.1144279967e-34	3.2217507963e-40	8.0577285654e-36	5.3381812836e-49	1.5044397652e-37	3.3883585209e-46	2.3771577410e-38	9.6074444312e-45	1.9043904616e-39	3.7273568172e-44	1.0055855010e-53	2.1733856841e-48	1.2944577686e-26	3.8612663043e-23	1.6158012437e-23	1.5392798389e-32	2.1411447615e-31	7.9648872027e-38	6.3906052457e-25	2.5611960747e-36	5.8977922008e-27	9.0286371138e-32	1.8887237039e-40	1.2320488470e-32	2.4255184982e-31	6.1799374887e-09	1.4312907394e-07	1.4246674680e-08
5.4890000000e-05	9.5050000000e+02	2.3596566717e+00	6.0757628964e-32	6.9782739217e-08	1.6236261264e-01	1.6729998236e-23	4.4190377600e-21	1.6752747049e-72	2.2084421687e-05	1.6752747049e-72	1.9571302189e-15	1.0382684052e-11	8.2130181275e-30	1.2692090634e-12	1.7860259488e-16	8.2963378037e-17	1.3892813866e-23	1.2313311281e-14	5.3635343714e-16	3.7531360971e-10	1.0716796141e-23	9.0615108052e-25	5.6119263579e-42	5.0708771000e-35	4.6469842942e-04	3.3661224375e-07	1.5669324134e-40	5.3334453829e-31	7.9354440603e-19	5.8602541902e-27	6.1279664065e-20	7.6437850118e-28	1.8787064390e-23	1.6042375423e-32	7.0286941632e-24	6.1957079113e-26	5.5056794266e-20	1.6533833150e-27	1.5718715313e-20	2.0630948740e-27	5.6710665921e-40	4.1012017479e-28	8.2139561159e-29	1.0416832007e-43	3.0334940709e-29	5.7034072333e-58	2.7017987179e-37	1.4430341659e-46	2.0255032846e-21	5.2737702373e-25	8.6996668753e-33	1.3624321494e-48	5.4367568727e-14	7.1728635117e-30	8.3729764348e-01	2.9436936309e-17	1.0306883601e-26	3.3967342223e-04	2.8707999447e-10	1.2699086699e-30	3.6367361814e-19	4.6288633121e-34	6.8677557752e-55	6.8557523647e-05	2.1823203608e-27	1.4520958862e-61	1.8959815317e-77	2.3823761193e-94	1.0255736940e-24	3.1229035922e-50	9.3970285740e-23	3.9476812653e-32	1.5552444288e-25	9.8397156406e-31	2.4558722411e-36	1.2947559737e-28	4.5509322547e-23	2.1480492686e-36	4.4826609982e-30	1.1628010129e-30	4.4783583941e-34	1.3778905450e-40	4.0307473915e-36	1.7368918734e-49	6.6160653811e-38	1.2001576399e-46	1.0528340782e-38	3.6422981897e-45	8.5267978489e-40	1.5681604622e-44	3.3531748323e-54	8.4229828496e-49	7.4084156909e-27	2.5218614167e-23	1.1401002123e-23	7.3851566694e-33	1.1397458842e-31	3.7639304412e-38	4.1570723500e-25	1.2344217397e-36	3.7170454232e-27	4.7287144430e-32	8.0707485139e-41	6.6141292580e-33	1.3113405657e-31	5.4055398117e-09	1.4390347347e-07	1.4248517574e-08
4.3520000000e-05	9.4040000000e+02	2.3596566858e+00	2.7485437036e-32	5.7964549416e-08	1.6236261360e-01	9.8353048704e-24	2.8249754030e-21	1.6752747148e-72	2.2084421817e-05	1.6752747148e-72	1.3350357396e-15	8.7572654904e-12	3.9092372726e-30	1.0123423742e-12	1.4338014697e-16	6.0231506969e-17	7.8357331754e-24	9.8358015795e-15	3.7709515483e-16	3.2005597483e-10	6.3268446621e-24	5.7882123818e-25	2.2528146669e-42	2.4396350475e-35	4.6468197011e-04	3.5312981861e-07	5.7834308549e-41	2.5236033785e-31	5.3128835780e-19	3.1995809534e-27	4.1912558308e-20	4.2711631935e-28	1.2375750064e-23	9.0511820829e-33	4.4171086886e-24	3.7213144201e-26	3.9900354706e-20	9.8082895844e-28	1.0999237926e-20	1.1854746140e-27	2.2734865083e-40	2.4391841787e-28	4.3462510188e-29	3.6469017085e-44	1.9162378812e-29	1.4571597231e-58	1.2109332608e-37	5.7644777878e-47	1.2470319295e-21	3.2958798366e-25	4.9485606050e-33	5.9632931135e-49	4.1499090473e-14	4.0623733676e-30	8.3729767183e-01	2.0391707501e-17	6.1889195480e-27	3.3965614190e-04	2.4521279088e-10	7.1166071116e-31	2.5767154859e-19	2.5349570182e-34	2.5467294353e-55	6.8557545114e-05	1.3931565660e-27	4.6785609824e-62	4.8236262262e-78	4.3144511270e-95	6.6004949402e-25	1.1826008008e-50	5.9669108176e-23	2.0777388349e-32	9.8036694631e-26	5.2854903908e-31	1.1383925027e-36	7.2306248063e-29	2.8183170838e-23	9.5818574179e-37	2.4336574449e-30	6.2587170379e-31	2.2325530983e-34	6.0028573955e-41	2.0776367749e-36	5.5802665576e-50	2.9239183315e-38	4.2541273612e-47	4.7334911532e-39	1.3995631403e-45	3.9155677986e-40	6.8159845121e-45	1.1496208533e-54	3.3941398843e-49	4.2450994273e-27	1.6663348041e-23	8.0859128972e-24	3.5561583900e-33	6.2062746667e-32	1.7666936813e-38	2.7354802343e-25	5.9727676990e-37	2.2980774085e-27	2.4826411680e-32	3.4443771924e-41	3.5979147721e-33	6.9775951638e-32	4.6978568025e-09	1.4461115798e-07	1.4250143077e-08
3.4500000000e-05	9.2950000000e+02	2.3596566992e+00	1.1452694473e-32	4.6674556435e-08	1.6236261452e-01	5.4078391786e-24	1.6837045621e-21	1.6752747243e-72	2.2084421942e-05	1.6752747243e-72	8.7447705966e-16	7.2569702229e-12	1.7435480967e-30	8.0778884405e-13	1.1523936346e-16	4.2809370600e-17	4.2650882505e-24	7.8613436441e-15	2.6491091102e-16	2.8155869738e-10	3.5789180200e-24	3.5723362255e-25	8.4269686979e-43	1.1144054542e-35	4.6466278233e-04	3.7235893116e-07	1.9715226225e-41	1.1452106420e-31	3.5788173261e-19	1.7413941742e-27	2.9602060957e-20	2.4423985665e-28	8.5882151225e-24	5.1701173765e-33	2.7419053358e-24	2.1976506090e-26	2.9333871297e-20	5.8512906062e-28	7.7800978709e-21	6.6665614709e-28	8.5929506707e-41	1.4419442076e-28	2.2057664503e-29	1.2009805186e-44	1.2108779740e-29	3.4715526441e-59	5.4944666460e-38	2.3037950456e-47	7.3012779086e-22	1.9620356895e-25	2.6557140369e-33	2.3970255445e-49	3.0438972782e-14	2.1437433612e-30	8.3729770233e-01	1.3761361759e-17	3.6101517433e-27	3.3963619714e-04	2.1102058139e-10	3.9396693845e-31	1.7409143659e-19	1.2891106957e-34	8.4240380652e-56	6.8557562700e-05	8.4911818663e-28	1.3411420806e-62	1.0656702999e-78	6.5509653790e-96	3.9634502105e-25	3.9556187599e-51	3.6581151335e-23	1.0605027840e-32	6.3283343942e-26	2.8256626849e-31	5.1107385395e-37	4.0350125528e-29	1.7212394212e-23	4.2225447919e-37	1.3643183612e-30	3.4755050430e-31	1.1528918545e-34	2.7357598071e-41	1.1536661509e-36	1.7325876155e-50	1.3062823120e-38	1.5077436985e-47	2.2070717733e-39	5.5534720583e-46	1.9138831014e-40	3.2114524706e-45	4.2189193742e-55	1.5065808003e-49	2.4372448195e-27	1.1329865045e-23	5.8051792428e-24	1.7257441580e-33	3.5750287194e-32	8.1390586480e-39	1.8515806292e-25	2.9141479916e-37	1.3519685697e-27	1.3097297218e-32	1.4629427843e-41	2.0213325220e-33	3.5617960289e-32	4.0204189438e-09	1.4528859715e-07	1.4251643453e-08
2.7350000000e-05	9.1940000000e+02	2.3596567092e+00	4.9952874233e-33	3.8245440248e-08	1.6236261520e-01	3.0866506548e-24	1.0437176846e-21	1.6752747313e-72	2.2084422035e-05	1.6752747313e-72	5.8512366970e-16	6.0728687825e-12	8.0616644220e-31	6.4431922623e-13	9.2559913907e-17	3.0786712277e-17	2.3673397245e-24	6.2804053792e-15	1.8612412563e-16	2.4334480435e-10	2.0728824765e-24	2.2475777116e-25	3.2785207512e-43	5.2394922432e-36	4.6464357446e-04	3.9160714059e-07	7.0228956984e-42	5.3178179165e-32	2.4018034977e-19	9.4899177962e-28	2.0526595022e-20	1.3780099438e-28	5.7859163634e-24	2.9321856221e-33	1.7134663262e-24	1.3100875013e-26	2.1388375624e-20	3.4790709340e-28	5.4692206204e-21	3.7938050732e-28	3.3554538943e-41	8.5516161733e-29	1.1462033249e-29	4.0899162286e-45	7.6505925664e-30	8.5941753798e-60	2.4748589050e-38	9.2016318211e-48	4.3960345266e-22	1.2001602012e-25	1.4726652527e-33	1.0109026549e-49	2.2830388481e-14	1.1769655703e-30	8.3729773009e-01	9.4218235112e-18	2.1399008372e-27	3.3961635665e-04	1.8080481496e-10	2.1954494983e-31	1.2079727684e-19	6.8340019763e-35	2.9714020760e-56	6.8557578178e-05	5.3118017425e-28	4.1055306196e-63	2.5491630798e-79	1.0984045790e-96	2.4744919987e-25	1.4185512576e-51	2.2867885636e-23	5.5052773186e-33	4.0297526068e-26	1.5141115286e-31	2.3348724953e-37	2.2518698591e-29	1.0591144284e-23	1.8724668704e-37	7.5087002097e-31	1.8956844943e-31	5.8347075802e-35	1.2150009731e-41	6.1411948894e-37	5.4799679267e-51	5.7980294445e-39	5.3408690538e-48	1.0077465905e-39	2.1631328950e-46	9.0276741625e-41	1.4454515582e-45	1.4894066390e-55	6.3309512883e-50	1.3973501533e-27	7.5786179406e-24	4.1390398550e-24	8.3347782373e-34	1.9944608826e-32	3.7878532933e-39	1.2333387280e-25	1.4147470376e-37	8.1783711859e-28	6.8885626022e-33	6.2268312273e-42	1.1146980459e-33	1.8603968434e-32	3.4661903998e-09	1.4584282661e-07	1.4252827614e-08
2.1680000000e-05	9.1020000000e+02	2.3596567167e+00	2.3086331689e-33	3.2039560416e-08	1.6236261571e-01	1.8471938570e-24	6.8003115900e-22	1.6752747365e-72	2.2084422104e-05	1.6752747365e-72	4.0239239158e-16	5.1454469347e-12	3.9014696300e-31	5.1363943374e-13	7.4271820183e-17	2.2471788445e-17	1.3468402558e-24	5.0140817434e-15	1.3077781911e-16	2.0562563468e-10	1.2370379702e-24	1.4488267492e-25	1.3404085005e-43	2.5547430161e-36	4.6462476496e-04	4.1045592959e-07	2.6448261746e-42	2.5420147848e-32	1.6040791238e-19	5.1791957060e-28	1.3902813486e-20	7.6415528112e-29	3.7533049849e-24	1.6474846089e-33	1.0797420000e-24	7.9018075452e-27	1.5430215706e-20	2.0593524644e-28	3.8140131034e-21	2.1913846804e-28	1.3653120768e-41	5.0912617304e-29	6.1354061929e-30	1.4531126576e-45	4.8316937522e-30	2.2330227256e-60	1.1040534126e-38	3.6709417237e-48	2.7422077620e-22	7.5979567163e-26	8.5111345813e-34	4.5296826233e-50	1.7614888840e-14	6.7940150589e-31	8.3729775530e-01	6.5694970729e-18	1.2942845790e-27	3.3959702176e-04	1.5405161298e-10	1.2335130626e-31	8.6694358872e-20	3.8187118338e-35	1.1367895703e-56	6.8557591833e-05	3.4339831943e-28	1.3655533422e-63	6.7416618676e-80	2.0874843870e-97	1.6230351604e-25	5.5560559121e-52	1.4651773195e-23	2.9193667118e-33	2.5215443266e-26	8.1352574708e-32	1.0903990105e-37	1.2565659242e-29	6.5782619329e-24	8.3674902051e-38	4.0357914130e-31	1.0104333895e-31	2.8772891552e-35	5.2198566590e-42	3.0972379168e-37	1.7738591504e-51	2.5514329995e-39	1.8898747285e-48	4.4789480849e-40	8.2259320759e-47	4.0685316235e-41	6.1357185562e-46	5.0027393985e-56	2.4802939425e-50	7.9955235685e-28	4.9642878119e-24	2.9247270996e-24	3.9998865929e-34	1.0680253785e-32	1.7851928679e-39	8.0477243678e-26	6.8226203911e-38	5.1245807791e-28	3.6081428115e-33	2.6567706878e-42	6.0023488231e-34	1.0003109980e-32	3.0177246471e-09	1.4629129301e-07	1.4253755080e-08
1.7190000000e-05	9.0060000000e+02	2.3596567235e+00	1.0145291661e-33	2.6330506459e-08	1.6236261617e-01	1.0608728603e-24	4.2432004865e-22	1.6752747413e-72	2.2084422167e-05	1.6752747413e-72	2.6988393902e-16	4.3126760407e-12	1.8145906569e-31	4.0969926063e-13	5.9661973214e-17	1.6193214440e-17	7.4995937138e-25	4.0058390548e-15	9.1886495187e-17	1.7720870637e-10	7.1924745591e-25	9.1465174132e-26	5.2499991534e-44	1.2071454421e-36	4.6460366043e-04	4.3159031635e-07	9.4896786568e-43	1.1849701680e-32	1.0760244884e-19	2.8233577937e-28	9.6129872887e-21	4.3028002826e-29	2.5169994111e-24	9.3364465306e-34	6.7562875540e-25	4.7194333214e-27	1.1237489852e-20	1.2242453609e-28	2.6791984053e-21	1.2498322387e-28	5.3611347539e-42	3.0220013519e-29	3.2027847424e-30	4.9757193581e-46	3.0543677464e-30	5.5641089875e-61	4.9692164441e-39	1.4669536522e-48	1.6586789852e-22	4.6690076294e-26	4.7470377404e-34	1.9267754527e-50	1.3260946941e-14	3.7551498473e-31	8.3729778227e-01	4.5085420968e-18	7.6931491130e-28	3.3957544358e-04	1.3189965494e-10	6.8834414941e-32	6.0424491297e-20	2.0389189426e-35	4.0548716853e-57	6.8557603157e-05	2.1580294509e-28	4.2288243277e-64	1.6356344101e-80	3.5621247056e-98	1.0199883499e-25	2.0163190948e-52	9.1892346717e-24	1.5200208589e-33	1.6025312044e-26	4.3619066917e-32	4.9965615054e-38	7.0144183889e-30	4.0531121914e-24	3.7150082671e-38	2.2151550394e-31	5.4970663483e-32	1.4520567631e-35	2.3095691829e-42	1.6382296801e-37	5.6294659484e-52	1.1317720869e-39	6.6968656685e-49	2.0389829805e-40	3.1962786717e-47	1.9088717911e-41	2.7429645015e-46	1.7563365024e-56	1.0338257463e-50	4.5843122526e-28	3.3125871135e-24	2.0836523337e-24	1.9309767533e-34	5.9295844047e-33	8.3249108085e-40	5.3483572050e-26	3.3110406652e-38	3.1150047849e-28	1.8974261972e-33	1.1315259533e-42	3.3009514800e-34	5.2451575271e-33	2.6022190690e-09	1.4670679915e-07	1.4254587892e-08
1.3630000000e-05	8.9210000000e+02	2.3596567284e+00	4.8268951413e-34	2.2302974634e-08	1.6236261650e-01	6.5009313257e-25	2.8342378605e-22	1.6752747447e-72	2.2084422211e-05	1.6752747447e-72	1.8804144185e-16	3.6768153049e-12	8.9857449339e-32	3.2658974603e-13	4.7867189326e-17	1.1909823522e-17	4.3206687462e-25	3.1978954405e-15	6.4583916898e-17	1.4811537858e-10	4.3574546737e-25	5.9697641421e-26	2.2013543594e-44	5.9966181383e-37	4.6458361275e-04	4.5166810716e-07	3.6756969733e-43	5.7493955324e-33	7.1723246520e-20	1.5428392466e-28	6.4389917766e-21	2.3673622822e-29	1.6035732634e-24	5.2256746650e-34	4.2771275376e-25	2.8647928651e-27	8.0679904508e-21	7.2356527130e-29	1.8619275824e-21	7.2768166061e-29	2.2278599714e-42	1.8037426121e-29	1.7412275176e-30	1.8064626739e-46	1.9300001063e-30	1.4822729356e-61	2.2084720182e-39	5.8557621315e-49	1.0532190426e-22	3.0075163751e-26	2.8017970763e-34	8.9043039828e-51	1.0377068557e-14	2.2229411393e-31	8.3729780656e-01	3.1728505958e-18	4.7017844425e-28	3.3955500984e-04	1.1208973120e-10	3.8856183760e-32	4.4104712407e-20	1.1699184787e-35	1.6163579429e-57	6.8557613241e-05	1.4186199924e-28	1.4671238140e-64	4.5524892036e-81	7.2150681576e-99	6.8573445042e-26	8.2553954228e-53	5.9617073181e-24	8.1503694107e-34	9.9474333926e-27	2.3483055403e-32	2.3603959582e-38	3.9163458532e-30	2.5301633264e-24	1.6676978808e-38	1.1776988999e-31	2.8992583385e-32	7.0763353490e-36	9.7719421458e-43	8.0535741076e-38	1.8451906883e-52	4.9642206921e-40	2.3711700584e-49	8.9518058737e-41	1.2026915948e-47	8.4207162308e-42	1.1326924741e-46	5.7652198815e-57	3.9185346795e-51	2.6222295000e-28	2.1487819888e-24	1.4666328492e-24	9.2456457506e-35	3.1145106055e-33	3.9511700061e-40	3.4567832629e-26	1.5929822810e-38	1.9869999207e-28	9.9259553479e-34	4.8377865081e-43	1.7580131032e-34	2.8623301165e-33	2.2752896271e-09	1.4703372897e-07	1.4255223781e-08
1.0800000000e-05	8.8470000000e+02	2.3596567318e+00	2.4989940528e-34	1.9515061826e-08	1.6236261672e-01	4.2695445185e-25	2.0366481511e-22	1.6752747470e-72	2.2084422242e-05	1.6752747470e-72	1.3646762337e-16	3.1920709199e-12	4.7550170019e-32	2.5999571356e-13	3.8327550535e-17	8.9489867309e-18	2.5794000760e-25	2.5491363357e-15	4.5366900218e-17	1.1967651228e-10	2.7570672555e-25	4.0353622915e-26	9.9177906549e-45	3.1395824908e-37	4.6456502739e-04	4.7028261867e-07	1.5434743132e-43	2.9080470995e-33	4.7422983956e-20	8.4388229803e-29	4.1614442216e-21	1.2678830192e-29	9.6486121824e-25	2.8805913576e-34	2.7386486727e-25	1.7674003271e-27	5.6975416890e-21	4.2429028123e-29	1.2775348503e-21	4.3262934024e-29	9.8232636955e-43	1.0815086570e-29	9.8767529183e-31	6.9707561732e-47	1.2172742460e-30	4.2313842505e-62	9.6580622357e-40	2.3284901581e-49	7.0422849487e-23	2.0367632980e-26	1.7561571868e-34	4.4937957588e-51	8.4642596885e-15	1.4159680224e-31	8.3729782816e-01	2.2925956030e-18	2.9578951754e-28	3.3953611105e-04	9.4437223873e-11	2.2173766269e-32	3.3823457963e-20	7.2492636324e-36	7.2531749719e-58	6.8557622196e-05	9.7824276147e-29	5.7429344247e-65	1.4661181374e-81	1.7533153014e-99	4.9561566547e-26	3.8449250722e-53	4.0082541145e-24	4.5045123786e-34	6.0098095067e-27	1.2676416483e-32	1.1502600586e-38	2.1834140165e-30	1.6000131201e-24	7.5598840571e-39	6.0364907278e-32	1.4755797622e-32	3.3127249027e-36	3.9280944950e-43	3.6480129850e-38	6.2448834418e-53	2.1457902407e-40	8.3633915668e-50	3.7689468533e-41	4.3574045613e-48	3.4651256241e-42	4.2787280020e-47	1.7530521014e-57	1.3353028400e-51	1.4936363702e-28	1.3498452876e-24	1.0177677377e-24	4.3781188322e-35	1.5371015215e-33	1.9075663983e-40	2.1646337807e-26	7.5757864248e-39	1.3341037924e-28	5.1533404671e-34	2.0720513579e-43	9.0247103667e-35	1.6286724165e-33	2.0194295935e-09	1.4728958926e-07	1.4255708546e-08
8.5660000000e-06	8.7830000000e+02	2.3596567342e+00	1.4015483860e-34	1.7594323160e-08	1.6236261688e-01	2.9917451778e-25	1.5657785327e-22	1.6752747486e-72	2.2084422263e-05	1.6752747486e-72	1.0294811990e-16	2.8192404276e-12	2.6816302238e-32	2.0705932270e-13	3.0680581629e-17	6.8674769270e-18	1.5952632621e-25	2.0324544938e-15	3.1928351181e-17	9.3953710258e-11	1.8191871297e-25	2.8220667195e-26	4.7904496306e-45	1.7303883152e-37	4.6454803694e-04	4.8729929714e-07	7.0077609499e-44	1.5337290113e-33	3.1218471615e-20	4.6387614311e-29	2.6126970236e-21	6.6572761317e-30	5.5355934008e-25	1.5727731503e-34	1.7768706937e-25	1.1099197503e-27	3.9740326573e-21	2.4795176937e-29	8.6883836726e-22	2.6299515162e-29	4.5925182680e-43	6.5337663086e-30	5.8412115137e-31	2.8590868402e-47	7.6887199527e-31	1.2959538014e-62	4.1867697008e-40	9.2852940627e-50	4.9448671998e-23	1.4463073639e-26	1.1651877345e-34	2.4649365674e-51	7.1746810161e-15	9.6593514703e-32	8.3729784730e-01	1.6998729317e-18	1.9155864993e-28	3.3951886734e-04	7.9047113751e-11	1.2826314500e-32	2.7158861650e-20	4.8269316262e-36	3.6377317362e-58	6.8557629984e-05	7.0579940928e-29	2.5199935383e-65	5.4203548177e-82	5.0617967617e-100	3.8297711648e-26	2.0197749917e-53	2.7897329366e-24	2.5681522922e-34	3.5563231612e-27	6.8882349719e-33	5.7916802013e-39	1.2205573079e-30	1.0267818845e-24	3.4757946770e-39	3.0083559972e-32	7.3081926744e-33	1.5039051267e-36	1.5177692269e-43	1.5442198964e-38	2.1910505357e-53	9.2072470713e-41	2.9607416491e-50	1.5376019997e-41	1.5368201498e-48	1.3481444000e-42	1.5025513016e-47	5.0188879519e-58	4.1679439760e-52	8.5086209251e-29	8.2661807906e-25	6.9910322165e-25	2.0632749471e-35	7.2100379720e-34	9.3974524080e-41	1.3219192735e-26	3.5838524743e-39	9.4024138640e-29	2.6693607739e-34	8.9405148043e-44	4.5035380921e-35	9.6570100887e-34	1.8181210077e-09	1.4749089803e-07	1.4256081390e-08
